Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#N39#Other disorders of urinary system,European,UR,Chapter XIV Diseases of the genitourinary system,0.0516,199756,54701,94,0.00171843293541252,145055,313,0.00215780221295371,0.796,0.632,1.0026
Union#N63#Unspecified lump in breast,European,UR,Chapter XIV Diseases of the genitourinary system,0.0223,117143,15155,20,0.00131969646981194,101988,226,0.00221594697415382,0.595,0.3765,0.9403
132189#Source of report of O14 (Pre-eclampsia),European,UR,Chapter XV Pregnancy childbirth and the puerperium,0.073,249197,495,3,0.00606060606060606,248702,481,0.00193404154369486,3.1467,1.0078,9.8248
41202#O14#Pre-eclampsia,European,UR,Chapter XV Pregnancy childbirth and the puerperium,0.0901,233964,254,2,0.0078740157480315,233710,459,0.00196397244448248,4.0331,1.0001,16.2642
41202#O16#Unspecified maternal hypertension,European,UR,Chapter XV Pregnancy childbirth and the puerperium,0.0739,234200,490,3,0.00612244897959184,233710,459,0.00196397244448248,3.1304,1.0024,9.7761
Union#O14#Pre-eclampsia,European,UR,Chapter XV Pregnancy childbirth and the puerperium,0.0759,211611,495,3,0.00606060606060606,211116,415,0.00196574395119271,3.0958,0.991,9.6715
132575#Source of report of Q82 (Other congenital malformations of skin),European,UR,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0825,410966,1570,0,0,409396,795,0.00194188511856491,0,,
132581#Source of report of Q85 (Phakomatoses not elsewhere classified),European,UR,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0299,459449,347,3,0.00864553314121038,459102,878,0.00191242904626859,4.5514,1.4579,14.2093
Union#Q85#Phakomatoses not elsewhere classified,European,UR,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0303,442203,347,3,0.00864553314121038,441856,850,0.00192370365005794,4.5247,1.4492,14.1267
Union#Q850#Neurofibromatosis (nonmalignant),European,UR,Chapter XVII Congenital malformations deformations and chromosomal abnormalities,0.0037,442014,158,3,0.0189873417721519,441856,850,0.00192370365005794,10.0419,3.1972,31.5398
120005#Ever had chronic post-surgical pain,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0472,156190,6222,18,0.00289296046287367,149968,265,0.00176704363597567,1.639,1.0161,2.6437
3741#Stomach/abdominal pain for 3+ months,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.02,37690,21493,37,0.00172149071790816,16197,47,0.00290177193307403,0.5926,0.385,0.9121
40001#Chapter XVIII#Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0415,327203,168,2,0.0119047619047619,327035,623,0.00190499487822404,6.3125,1.5621,25.5081
40002#R41#Other symptoms and signs involving cognitive functions and awareness,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0949,456247,52,1,0.0192307692307692,456195,873,0.00191365534475389,10.2267,1.4117,74.0866
40002#R418#Other and unspecified symptoms and signs involving cognitive functions and awareness,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0897,456244,49,1,0.0204081632653061,456195,873,0.00191365534475389,10.8658,1.4981,78.8106
41202#Block R80-R82#R80-R82 Abnormal findings on examination of urine without diagnosis,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0952,194310,263,2,0.00760456273764259,194047,380,0.00195828845588955,3.9054,0.968,15.7559
41202#R17#Unspecified jaundice,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0101,225044,682,5,0.00733137829912024,224362,420,0.0018719747550833,3.9379,1.6253,9.5412
41202#R18#Ascites,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0993,284933,892,4,0.00448430493273543,284041,553,0.00194690203174894,2.3092,0.8617,6.1881
41202#R30#Pain associated with micturition,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0081,227287,641,5,0.0078003120124805,226646,427,0.00188399530545432,4.165,1.7188,10.0926
41202#R300#Dysuria,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.004,223191,539,5,0.00927643784786642,222652,420,0.00188635179562726,4.9543,2.0431,12.0141
41202#R35#Polyuria,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0437,206241,2728,10,0.00366568914956012,203513,383,0.0018819436596188,1.9513,1.0403,3.6601
41202#R44#Other symptoms and signs involving general sensations and perceptions,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0525,239046,189,2,0.0105820105820106,238857,461,0.00193002507776619,5.5308,1.3689,22.3459
41202#R458#Other symptoms and signs involving emotional state,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0642,234221,209,2,0.00956937799043062,234012,458,0.00195716458985009,4.927,1.2203,19.8927
41202#R80#Isolated proteinuria,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.023,183520,125,2,0.016,183395,339,0.00184846915128548,8.7803,2.1626,35.6489
Union#R04#Haemorrhage from respiratory passages,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0537,63505,8375,23,0.00274626865671642,55130,94,0.00170506076546345,1.6123,1.0214,2.5452
Union#R040#Epistaxis,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0815,59983,4887,14,0.00286474319623491,55096,96,0.00174241324234064,1.646,0.9388,2.8859
Union#R200#Anaesthesia of skin,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0925,61716,52,1,0.0192307692307692,61664,114,0.00184872859366892,10.5865,1.4506,77.2629
Union#R30#Pain associated with micturition,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0423,62620,2100,9,0.00428571428571429,60520,120,0.00198281559814937,2.1664,1.0989,4.2711
Union#R300#Dysuria,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0082,61834,1880,9,0.00478723404255319,59954,105,0.00175134269606698,2.7418,1.3858,5.4245
Union#R43#Disturbances of smell and taste,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0744,68829,257,2,0.00778210116731518,68572,118,0.00172081899317506,4.55,1.1186,18.5068
Union#R45#Symptoms and signs involving emotional state,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0896,61393,3278,10,0.00305064063453325,58115,101,0.00173793340789813,1.7576,0.9169,3.3693
Union#R457#State of emotional shock and stress unspecified,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0861,84550,50,1,0.02,84500,151,0.00178698224852071,11.4001,1.5641,83.0915
Union#R458#Other symptoms and signs involving emotional state,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.034,63333,1696,7,0.00412735849056604,61637,107,0.001735970277593,2.3833,1.1077,5.1277
Union#R52#Pain not elsewhere classified,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.067,79775,2817,1,0.00035498757543486,76958,140,0.00181917409496089,0.1949,0.0272,1.3935
Union#R895#Abnormal findings in specimens from other organs systems and tissues Abnormal microbiological findings,European,UR,Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified,0.0869,55550,52,1,0.0192307692307692,55498,96,0.0017297920645789,11.3158,1.548,82.7167
Union#Z511#Chemotherapy session for neoplasm,European,UR,Chapter XXI Factors influencing health status and contact with health services,0.0843,159532,13637,18,0.00131993840287453,145895,293,0.00200829363583399,0.6568,0.4079,1.0575
Union#Z857#Personal history of other malignant neoplasms of lymphoid haematopoietic and related tissues,European,UR,Chapter XXI Factors influencing health status and contact with health services,0.0718,132626,2753,1,0.000363240101707229,129873,253,0.00194805694794145,0.1862,0.0261,1.3273
Union#Z866#Personal history of diseases of the nervous system and sense organs,European,UR,Chapter XXI Factors influencing health status and contact with health services,0.0551,164701,21676,30,0.00138401919173279,143025,285,0.00199265862611432,0.6941,0.4764,1.0115
130067#Source of report of A39 (Meningococcal infection),European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0947,459449,108,1,0.00925925925925926,459341,422,0.000918707452633229,10.1634,1.4153,72.9843
130195#Source of report of B15 (Acute hepatitis A),European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0793,422853,1080,3,0.00277777777777778,421773,387,0.000917555177785207,3.033,0.9724,9.4604
130199#Source of report of B17 (Other acute viral hepatitis),European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0561,357950,412,2,0.00485436893203884,357538,328,0.000917385005230213,5.3125,1.3186,21.4039
130227#Source of report of B35 (Dermatophytosis),European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0561,386746,30176,37,0.00122613997879109,356570,310,0.000869394508792102,1.4108,1.0031,1.9844
130343#Source of report of B98 (Other specified infectious agents as the cause of diseases classified to other chapters),European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0681,442170,4347,8,0.00184034966643662,437823,399,0.000911327180161846,2.0213,1.0032,4.0725
23069#HPV 18 seropositivity for Human Papillomavirus type-18,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0351,7254,220,2,0.00909090909090909,7034,8,0.00113733295422235,8.0573,1.701,38.1662
40001#A41#Other sepsis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0934,370249,108,1,0.00925925925925926,370141,335,0.000905060503970109,10.3168,1.4358,74.1303
40001#A419#Sepsis unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0824,354752,95,1,0.0105263157894737,354657,320,0.000902280231322094,11.7798,1.6371,84.7608
40001#Chapter I#Chapter I Certain infectious and parasitic diseases,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0414,376873,344,2,0.00581395348837209,376529,349,0.000926887437621007,6.3034,1.5639,25.4069
40001#U07#Emergency use of U07,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0297,315367,1252,4,0.00319488817891374,314115,287,0.000913678111519666,3.5047,1.3044,9.4167
40001#U071#COVID-19 virus identified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0236,314336,1233,4,0.0032441200324412,313103,270,0.000862336036384193,3.771,1.4029,10.1367
41202#A09#Other gastroenteritis and colitis of infectious and unspecified origin,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0894,392570,9781,14,0.00143134648808915,382789,345,0.000901279817340624,1.589,0.9309,2.7124
41202#A099#Gastroenteritis and colitis of unspecified origin,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0529,389252,9005,14,0.00155469183786785,380247,346,0.000909934858131688,1.7097,1.0016,2.9184
41202#A39#Meningococcal infection,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0654,431249,74,1,0.0135135135135135,431175,393,0.000911462863106627,15.0156,2.0818,108.3043
41202#A390#Meningococcal meningitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0306,431209,34,1,0.0294117647058824,431175,393,0.000911462863106627,33.2163,4.5317,243.465
41202#B17#Other acute viral hepatitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.008,431320,145,2,0.0137931034482759,431175,393,0.000911462863106627,15.3306,3.7839,62.112
41202#B171#Acute hepatitis C,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0497,287489,54,1,0.0185185185185185,287435,270,0.000939342807939186,20.0674,2.7652,145.6343
41202#B179#Acute viral hepatitis unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0525,431234,59,1,0.0169491525423729,431175,393,0.000911462863106627,18.8989,2.6112,136.7839
41202#B19#Unspecified viral hepatitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0302,294989,34,1,0.0294117647058824,294955,265,0.000898442135240969,33.6981,4.592,247.2897
41202#B199#Unspecified viral hepatitis without hepatic coma,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0307,294989,34,1,0.0294117647058824,294955,269,0.000912003525961587,33.1966,4.5239,243.596
41202#B27#Infectious mononucleosis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0432,289311,47,1,0.0212765957446809,289264,271,0.000936860445821118,23.1825,3.1856,168.7073
41202#B279#Infectious mononucleosis unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0305,279041,34,1,0.0294117647058824,279007,253,0.00090678728490683,33.3877,4.549,245.0541
41202#Block B15-B19#B15-B19 Viral hepatitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0006813,351724,437,4,0.0091533180778032,351287,309,0.000879622644732085,10.4929,3.8957,28.2618
Union#A049#Bacterial intestinal infection unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0491,294648,56,1,0.0178571428571429,294592,264,0.000896154681729307,20.2705,2.7948,147.0223
Union#A071#Giardiasis [lambliasis],European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0644,294666,74,1,0.0135135135135135,294592,264,0.000896154681729307,15.2723,2.1148,110.2893
Union#A39#Meningococcal infection,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0926,294700,108,1,0.00925925925925926,294592,264,0.000896154681729307,10.4194,1.449,74.9263
Union#A390#Meningococcal meningitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0345,294631,39,1,0.0256410256410256,294592,264,0.000896154681729307,29.3389,4.0134,214.4767
Union#A394#Meningococcaemia unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0293,294625,33,1,0.0303030303030303,294592,264,0.000896154681729307,34.84,4.7432,255.9059
Union#B005#Herpesviral ocular disease,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0951,294703,111,1,0.00900900900900901,294592,264,0.000896154681729307,10.1353,1.4098,72.8647
Union#B15#Acute hepatitis A,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0804,269153,1080,3,0.00277777777777778,268073,247,0.0009213908151884,3.0204,0.9659,9.4443
Union#B17#Other acute viral hepatitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0516,227339,412,2,0.00485436893203884,226927,198,0.000872527288511283,5.5858,1.3826,22.5675
Union#B179#Acute viral hepatitis unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0786,294683,91,1,0.010989010989011,294592,264,0.000896154681729307,12.3875,1.7197,89.2322
Union#B182#Chronic viral hepatitis C,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0531,197193,406,2,0.00492610837438424,196787,177,0.00089944965876811,5.499,1.3599,22.236
Union#B19#Unspecified viral hepatitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0556,261063,1573,4,0.00254291163382073,259490,232,0.000894061428186057,2.8489,1.059,7.6645
Union#B199#Unspecified viral hepatitis without hepatic coma,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0594,294660,68,1,0.0147058823529412,294592,264,0.000896154681729307,16.64,2.3015,120.3093
Union#B279#Infectious mononucleosis unspecified,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0438,206048,51,1,0.0196078431372549,205997,180,0.000873799132997083,22.8686,3.142,166.4432
Union#B35#Dermatophytosis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0677,275359,30176,37,0.00122613997879109,245183,214,0.000872817446560324,1.4053,0.9911,1.9926
Union#B98#Other specified infectious agents as the cause of diseases classified to other chapters,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0687,285021,4369,8,0.00183108262760357,280652,255,0.000908598549092827,2.0171,0.9973,4.0799
Union#Block B15-B19#B15-B19 Viral hepatitis,European,URmtr,Chapter I Certain infectious and parasitic diseases,0.0138,223540,1025,4,0.00390243902439024,222515,195,0.000876345414915848,4.4666,1.6565,12.0436
20001#1037#female genital tract cancer,European,URmtr,Chapter II Neoplasms,0.0433,219911,5460,10,0.00183150183150183,214451,200,0.000932613977085675,1.9656,1.0409,3.7117
20001#1041#cervical cancer,European,URmtr,Chapter II Neoplasms,0.0484,217954,3458,7,0.00202429149797571,214496,200,0.000932418320155154,2.1734,1.0221,4.6214
20001#1072#cin|pre-cancer cells cervix,European,URmtr,Chapter II Neoplasms,0.018,216087,1579,5,0.00316656111462951,214508,200,0.000932366158837899,3.4039,1.3995,8.279
40001#C10#Malignant neoplasm of oropharynx,European,URmtr,Chapter II Neoplasms,0.0455,202098,48,1,0.0208333333333333,202050,195,0.000965107646622123,22.0245,3.0236,160.4321
40001#C109#Malignant neoplasm: Oropharynx unspecified,European,URmtr,Chapter II Neoplasms,0.0464,202098,48,1,0.0208333333333333,202050,199,0.000984904726552834,21.5814,2.9631,157.1885
40001#C55#Malignant neoplasm of uterus part unspecified,European,URmtr,Chapter II Neoplasms,0.0661,186001,68,1,0.0147058823529412,185933,186,0.0010003603448554,14.9051,2.0583,107.9321
40006#Block C45-C49#C45-C49 Malignant neoplasms of mesothelial and soft tissue,European,URmtr,Chapter II Neoplasms,0.0992,261785,1143,3,0.0026246719160105,260642,249,0.000955333369142348,2.752,0.8802,8.6039
40006#Block C76-C80#C76-C80 Malignant neoplasms of ill-defined secondary and unspecified sites,European,URmtr,Chapter II Neoplasms,0.0144,307793,928,4,0.00431034482758621,306865,302,0.000984146122887915,4.3944,1.6352,11.8096
40006#C10#Malignant neoplasm of oropharynx,European,URmtr,Chapter II Neoplasms,0.0609,233684,63,1,0.0158730158730159,233621,232,0.000993061411431335,16.2256,2.2404,117.51
40006#C109#Malignant neoplasm: Oropharynx unspecified,European,URmtr,Chapter II Neoplasms,0.0368,219237,38,1,0.0263157894736842,219199,215,0.00098084389071118,27.5278,3.7599,201.5435
40006#C41#Malignant neoplasm of bone and articular cartilage of other and unspecified sites,European,URmtr,Chapter II Neoplasms,0.0443,233666,45,1,0.0222222222222222,233621,234,0.00100162228566781,22.6677,3.1101,165.2123
40006#C434#Malignant neoplasm: Malignant melanoma of scalp and neck,European,URmtr,Chapter II Neoplasms,0.0192,207263,222,2,0.00900900900900901,207041,195,0.000941842437005231,9.6432,2.3797,39.0768
40006#C45#Mesothelioma,European,URmtr,Chapter II Neoplasms,0.0752,190052,465,2,0.0043010752688172,189587,182,0.000959981433326125,4.4954,1.1124,18.1662
40006#C450#Mesothelioma of pleura,European,URmtr,Chapter II Neoplasms,0.0683,189405,438,2,0.0045662100456621,188967,182,0.000963131128715596,4.7582,1.1772,19.2315
40006#C493#Malignant neoplasm: Connective and soft tissue of thorax,European,URmtr,Chapter II Neoplasms,0.0355,341717,37,1,0.027027027027027,341680,333,0.000974596113322407,28.4741,3.8925,208.2903
40006#C55#Malignant neoplasm of uterus part unspecified,European,URmtr,Chapter II Neoplasms,0.0576,185992,59,1,0.0169491525423729,185933,186,0.0010003603448554,17.2179,2.3724,124.9605
40006#C674#Malignant neoplasm: Posterior wall of bladder,European,URmtr,Chapter II Neoplasms,0.0658,182180,76,1,0.0131578947368421,182104,162,0.000889601546369108,14.9747,2.0695,108.3523
40006#C714#Malignant neoplasm: Occipital lobe,European,URmtr,Chapter II Neoplasms,0.0393,341721,41,1,0.024390243902439,341680,333,0.000974596113322407,25.6267,3.5127,186.959
40006#C77#Secondary and unspecified malignant neoplasm of lymph nodes,European,URmtr,Chapter II Neoplasms,0.0125,255429,177,2,0.0112994350282486,255252,240,0.000940247285035964,12.1434,2.9958,49.2225
40006#C79#Secondary malignant neoplasm of other and unspecified sites,European,URmtr,Chapter II Neoplasms,0.0046,341782,102,2,0.0196078431372549,341680,333,0.000974596113322407,20.5013,5.0362,83.4567
40006#C798#Secondary malignant neoplasm of other specified sites,European,URmtr,Chapter II Neoplasms,0.0374,341719,39,1,0.0256410256410256,341680,333,0.000974596113322407,26.9754,3.6928,197.0493
40006#Chapter II#Chapter II Neoplasms,European,URmtr,Chapter II Neoplasms,0.0779,441894,112037,88,0.000785454805109027,329857,321,0.000973148970614539,0.807,0.6374,1.0217
40006#D074#Carcinoma in situ: Penis,European,URmtr,Chapter II Neoplasms,0.0599,155812,65,1,0.0153846153846154,155747,147,0.000943838404592063,16.5391,2.2793,120.012
40006#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands,European,URmtr,Chapter II Neoplasms,0.078,341763,83,1,0.0120481927710843,341680,333,0.000974596113322407,12.5008,1.7349,90.0742
40011#2#(8010-8790) Epithelial,European,URmtr,Chapter II Neoplasms,0.0167,456246,104947,75,0.000714646440584295,351299,341,0.000970683093319366,0.736,0.5732,0.9452
40011#3#(8800-9370) Connective tissue,European,URmtr,Chapter II Neoplasms,0.0262,336902,3107,7,0.00225297714837464,333795,303,0.000907742776254887,2.4853,1.1738,5.2622
40011#8140#Adenocarcinoma| NOS,European,URmtr,Chapter II Neoplasms,0.0975,273312,26512,15,0.000565781532890767,246800,221,0.000895461912479741,0.6316,0.3743,1.0657
40011#8460#Papillary serous cystadenocarcinoma,European,URmtr,Chapter II Neoplasms,0.0154,249197,201,2,0.0099502487562189,248996,230,0.000923709617825186,10.8703,2.6836,44.0311
40011#8720#Malignant melanoma| NOS,European,URmtr,Chapter II Neoplasms,0.078,435295,2449,5,0.00204164965291956,432846,396,0.000914875036387075,2.2341,0.924,5.4022
40011#8811#Fibromyxosarcoma,European,URmtr,Chapter II Neoplasms,0.0326,459449,36,1,0.0277777777777778,459413,422,0.000918563471212177,31.0759,4.2475,227.358
40011#8950#Mullerian mixed tumor,European,URmtr,Chapter II Neoplasms,0.033,249197,36,1,0.0277777777777778,249161,231,0.000927111385810781,30.7891,4.2004,225.6864
40011#9051#Fibrous mesothelioma| malignant,European,URmtr,Chapter II Neoplasms,0.0357,227773,39,1,0.0256410256410256,227734,211,0.000926519535949836,28.3765,3.8781,207.6321
40011#9350#Craniopharyngioma,European,URmtr,Chapter II Neoplasms,0.0306,310807,34,1,0.0294117647058824,310773,283,0.000910632519556075,33.2466,4.5316,243.9198
40011#9400#Astrocytoma| NOS,European,URmtr,Chapter II Neoplasms,0.0616,459449,69,1,0.0144927536231884,459380,422,0.000918629457094345,15.9938,2.2156,115.4533
40011#9531#Meningothelial meningioma,European,URmtr,Chapter II Neoplasms,0.059,349936,66,1,0.0151515151515152,349870,321,0.000917483636779375,16.7529,2.3176,121.1004
40012#1#Uncertain whether benign or malignant,European,URmtr,Chapter II Neoplasms,0.068,429708,101821,79,0.000775871382131387,327887,321,0.000978995812581774,0.7924,0.6194,1.0136
41202#Block C45-C49#C45-C49 Malignant neoplasms of mesothelial and soft tissue,European,URmtr,Chapter II Neoplasms,0.0462,262425,1380,4,0.00289855072463768,261045,250,0.000957689287287632,3.0325,1.1277,8.1549
41202#C11#Malignant neoplasm of nasopharynx,European,URmtr,Chapter II Neoplasms,0.051,236592,55,1,0.0181818181818182,236537,224,0.000946997721286733,19.5365,2.6909,141.8374
41202#C165#Malignant neoplasm: Lesser curvature of stomach unspecified,European,URmtr,Chapter II Neoplasms,0.082,218183,88,1,0.0113636363636364,218095,211,0.000967468305096403,11.8693,1.6456,85.6099
41202#C218#Malignant neoplasm: Overlapping lesion of rectum anus and anal canal,European,URmtr,Chapter II Neoplasms,0.0531,318042,57,1,0.0175438596491228,317985,303,0.000952875135619605,18.7224,2.5834,135.687
41202#C434#Malignant neoplasm: Malignant melanoma of scalp and neck,European,URmtr,Chapter II Neoplasms,0.0194,205998,235,2,0.00851063829787234,205763,184,0.000894232685176635,9.5904,2.3665,38.8656
41202#C449#Malignant neoplasm: Malignant neoplasm of skin unspecified,European,URmtr,Chapter II Neoplasms,0.0842,318077,92,1,0.0108695652173913,317985,303,0.000952875135619605,11.5215,1.6004,82.9444
41202#C49#Malignant neoplasm of other connective and soft tissue,European,URmtr,Chapter II Neoplasms,0.0944,254976,529,2,0.00378071833648393,254447,246,0.000966802516830617,3.9216,0.9727,15.8104
41202#C493#Malignant neoplasm: Connective and soft tissue of thorax,European,URmtr,Chapter II Neoplasms,0.0603,318050,65,1,0.0153846153846154,317985,303,0.000952875135619605,16.3821,2.2653,118.4692
41202#C495#Malignant neoplasm: Connective and soft tissue of pelvis,European,URmtr,Chapter II Neoplasms,0.0531,318042,57,1,0.0175438596491228,317985,303,0.000952875135619605,18.7224,2.5834,135.687
41202#C714#Malignant neoplasm: Occipital lobe,European,URmtr,Chapter II Neoplasms,0.0539,233225,59,1,0.0169491525423729,233166,218,0.0009349562114545,18.4236,2.5405,133.6084
41202#C763#Malignant neoplasm of other and ill-defined sites: Pelvis,European,URmtr,Chapter II Neoplasms,0.0291,214732,30,1,0.0333333333333333,214702,210,0.000978099877970396,35.2204,4.7757,259.7497
41202#C80#Malignant neoplasm without specification of site,European,URmtr,Chapter II Neoplasms,0.0995,319134,1149,3,0.00261096605744125,317985,303,0.000952875135619605,2.7446,0.879,8.5705
41202#C800#Malignant neoplasm primary site unknown so stated,European,URmtr,Chapter II Neoplasms,0.0957,292702,546,2,0.00366300366300366,292156,276,0.000944700776297594,3.888,0.965,15.6642
41202#D074#Carcinoma in situ: Penis,European,URmtr,Chapter II Neoplasms,0.0599,146288,65,1,0.0153846153846154,146223,138,0.000943763976939332,16.5404,2.2785,120.0731
41202#D126#Benign neoplasm: Colon unspecified,European,URmtr,Chapter II Neoplasms,0.0914,255998,2469,5,0.00202511138112596,253529,241,0.000950581590271724,2.1327,0.8789,5.1751
41202#D220#Melanocytic naevi of lip,European,URmtr,Chapter II Neoplasms,0.0131,233099,179,2,0.0111731843575419,232920,222,0.00095311695002576,11.8439,2.9209,48.0266
41202#D227#Melanocytic naevi of lower limb including hip,European,URmtr,Chapter II Neoplasms,0.0357,235319,762,3,0.00393700787401575,234557,218,0.000929411614234493,4.2488,1.3567,13.3062
41202#D239#Benign neoplasm: Skin unspecified,European,URmtr,Chapter II Neoplasms,0.0999,318095,110,1,0.00909090909090909,317985,303,0.000952875135619605,9.6189,1.3385,69.125
41202#D25#Leiomyoma of uterus,European,URmtr,Chapter II Neoplasms,0.0369,179697,7935,2,0.000252047889098929,171762,165,0.000960631571593251,0.2622,0.065,1.0574
41202#D31#Benign neoplasm of eye and adnexa,European,URmtr,Chapter II Neoplasms,0.0903,318084,99,1,0.0101010101010101,317985,303,0.000952875135619605,10.6985,1.4872,76.961
41202#D310#Benign neoplasm: Conjunctiva,European,URmtr,Chapter II Neoplasms,0.0612,318051,66,1,0.0151515151515152,317985,303,0.000952875135619605,16.1301,2.231,116.6194
41202#D444#Neoplasm of uncertain or unknown behaviour: Craniopharyngeal duct,European,URmtr,Chapter II Neoplasms,0.0292,318016,31,1,0.032258064516129,317985,303,0.000952875135619605,34.9485,4.7507,257.0979
Union#Block C45-C49#C45-C49 Malignant neoplasms of mesothelial and soft tissue,European,URmtr,Chapter II Neoplasms,0.0432,241131,1846,5,0.00270855904658722,239285,243,0.00101552541947886,2.6717,1.1008,6.4844
Union#Block C64-C68#C64-C68 Malignant neoplasms of urinary tract,European,URmtr,Chapter II Neoplasms,0.0375,191563,7327,2,0.000272963013511669,184236,191,0.00103671378015154,0.2631,0.0653,1.0598
Union#C11#Malignant neoplasm of nasopharynx,European,URmtr,Chapter II Neoplasms,0.0845,273868,86,1,0.0116279069767442,273782,280,0.00102271150039082,11.4917,1.5946,82.8142
Union#C166#Malignant neoplasm: Greater curvature of stomach unspecified,European,URmtr,Chapter II Neoplasms,0.0559,273838,56,1,0.0178571428571429,273782,280,0.00102271150039082,17.7599,2.4491,128.7855
