Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
20002#1374#allergy|hypersensitivity|anaphylaxis,European,UR,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0285,430321,33807,42,0.00124234625965037,396514,341,0.000859994855162743,1.4452,1.0486,1.9916
20002#1387#hayfever|allergic rhinitis,European,UR,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0477,383331,25741,32,0.00124315294666097,357590,302,0.000844542632623955,1.4726,1.0227,2.1204
Union#Block D80-D89#D80-D89 Certain disorders involving the immune mechanism,European,UR,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0651,367888,40739,47,0.00115368565747809,327149,282,0.000861992547738187,1.3388,0.9829,1.8235
Union#D500#Iron deficiency anaemia secondary to blood loss (chronic),European,UR,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0114,311770,978,4,0.00408997955010225,310792,270,0.000868748230327679,4.7231,1.7563,12.7013
Union#D65#Disseminated intravascular coagulation [defibrination syndrome],European,UR,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,0.0801,286015,94,1,0.0106382978723404,285921,253,0.000884859803931855,12.1411,1.6858,87.4405
120007#Ever had diabetes (Type I or Type II),European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0124,113133,9827,15,0.00152640683830264,103306,74,0.000716318510057499,2.1326,1.2238,3.7163
130733#Source of report of E26 (Hyperaldosteronism),European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0113,362434,181,2,0.0110497237569061,362253,316,0.00087231851772104,12.7974,3.1621,51.7929
130739#Source of report of E29 (Testicular dysfunction),European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0931,215894,574,2,0.00348432055749129,215320,190,0.000882407579416682,3.959,0.9806,15.9842
20002#1235#hyperaldosteronism|conn's syndrome,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0353,364634,40,1,0.025,364594,326,0.000894145268435575,28.6509,3.9245,209.1651
20002#1350#polycystic ovaries|polycystic ovarian syndrome,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0928,198225,561,2,0.0035650623885918,197664,178,0.000900518050833738,3.9695,0.9826,16.0354
40001#E14#Unspecified diabetes mellitus,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0851,319449,100,1,0.01,319349,283,0.000886177817998491,11.3883,1.5829,81.9334
40002#Block E00-E07#E00-E07 Disorders of thyroid gland,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0057,389274,124,2,0.0161290322580645,389150,346,0.000889117306951047,18.4215,4.5372,74.7936
40002#E03#Other hypothyroidism,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0873,384944,104,1,0.00961538461538462,384840,337,0.000875688597858851,11.0773,1.5411,79.6212
40002#E039#Hypothyroidism unspecified,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0876,384944,104,1,0.00961538461538462,384840,338,0.000878287080345079,11.0445,1.5366,79.3848
40002#E87#Other disorders of fluid electrolyte and acid-base balance,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0803,455598,95,1,0.0105263157894737,455503,400,0.000878150089022465,12.1038,1.6832,87.0389
41202#E29#Testicular dysfunction,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0971,204563,116,1,0.00862068965517241,204447,179,0.000875532534104193,9.9231,1.3784,71.4374
41202#E291#Testicular hypofunction,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0913,204704,107,1,0.00934579439252336,204597,182,0.00088955361026799,10.5958,1.4709,76.3282
41202#E668#Other obesity,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0953,333972,559,2,0.0035778175313059,333413,307,0.000920779933595871,3.896,0.9676,15.6876
41202#E87#Other disorders of fluid electrolyte and acid-base balance,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0421,421169,3640,7,0.00192307692307692,417529,360,0.000862215558679757,2.2328,1.0561,4.7206
41202#E871#Hypo-osmolality and hyponatraemia,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0158,407330,1621,5,0.00308451573103023,405709,358,0.000882405862329897,3.5033,1.4473,8.4799
41202#E876#Hypokalaemia,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0918,395771,567,2,0.00352733686067019,395204,351,0.000888148905375452,3.9821,0.9895,16.0246
Union#E118#Type 2 diabetes mellitus With unspecified complications,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.085,202990,103,1,0.00970873786407767,202887,174,0.000857620251667184,11.4217,1.5846,82.3274
Union#E26#Hyperaldosteronism,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.011,193725,181,2,0.0110497237569061,193544,166,0.000857686107551771,13.016,3.2035,52.8846
Union#E260#Primary hyperaldosteronism,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0927,181360,113,1,0.00884955752212389,181247,155,0.000855186568605274,10.4316,1.4475,75.1779
Union#E29#Testicular dysfunction,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0884,115864,574,2,0.00348432055749129,115290,98,0.00085003035822708,4.1099,1.011,16.7066
Union#E291#Testicular hypofunction,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0386,112949,356,2,0.00561797752808989,112593,96,0.000852628493778476,6.6206,1.6258,26.9601
Union#E786#Lipoprotein deficiency,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0478,154113,59,1,0.0169491525423729,154054,127,0.000824386254170616,20.897,2.8724,152.0289
Union#E835#Disorders of calcium metabolism,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0368,238556,4607,0,0,233949,201,0.000859161612146237,0,,
Union#E875#Hyperkalaemia,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.057,181904,4021,0,0,177883,167,0.000938819336305324,0,,
Union#E876#Hypokalaemia,European,UR,Chapter IV Endocrine nutritional and metabolic diseases,0.0521,252871,7921,12,0.0015149602322939,244950,207,0.000845070422535211,1.7939,1.002,3.2117
20002#1614#stress,European,UR,Chapter V Mental and behavioural disorders,0.0777,454307,518,2,0.00386100386100386,453789,400,0.000881466937277016,4.3933,1.092,17.675
Union#F028#Dementia in other specified diseases classified elsewhere,European,UR,Chapter V Mental and behavioural disorders,0.0637,188693,465,2,0.0043010752688172,188228,164,0.000871283762245787,4.9535,1.2248,20.0339
120008#Ever had any cause of nerve damage/neuropathy other than diabetic neuropathy,European,UR,Chapter VI Diseases of the nervous system,0.0559,149990,16307,20,0.00122646716134176,133683,101,0.000755518652334253,1.6241,1.005,2.6246
131029#Source of report of G23 (Other degenerative diseases of basal ganglia),European,UR,Chapter VI Diseases of the nervous system,0.0421,372387,356,2,0.00561797752808989,372031,336,0.000903150543906287,6.2499,1.5506,25.1918
131051#Source of report of G41 (Status epilepticus),European,UR,Chapter VI Diseases of the nervous system,0.0047,370973,367,3,0.00817438692098093,370606,332,0.000895830072907616,9.1919,2.9358,28.7796
131077#Source of report of G57 (Mononeuropathies of lower limb),European,UR,Chapter VI Diseases of the nervous system,0.0988,344953,5047,1,0.000198137507430157,339906,314,0.000923784811094832,0.2143,0.0301,1.5266
20002#1263#dementia|alzheimers|cognitive impairment,European,UR,Chapter VI Diseases of the nervous system,0.0956,424314,113,1,0.00884955752212389,424201,376,0.000886372262205888,10.0642,1.4017,72.2631
40001#Block G20-G26#G20-G26 Extrapyramidal and movement disorders,European,UR,Chapter VI Diseases of the nervous system,0.0251,311735,678,3,0.00442477876106195,311057,283,0.000909801097548038,4.8806,1.5608,15.262
40001#G23#Other degenerative diseases of basal ganglia,European,UR,Chapter VI Diseases of the nervous system,0.0069,346518,135,2,0.0148148148148148,346383,313,0.000903624023118918,16.6264,4.0971,67.4708
40001#G231#Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],European,UR,Chapter VI Diseases of the nervous system,0.0991,328713,117,1,0.00854700854700855,328596,292,0.000888629198164311,9.6925,1.3493,69.625
40002#Block G40-G47#G40-G47 Episodic and paroxysmal disorders,European,UR,Chapter VI Diseases of the nervous system,0.0308,322153,319,2,0.00626959247648903,321834,273,0.000848263390443521,7.4314,1.8411,29.9961
40002#G45#Transient cerebral ischaemic attacks and related syndromes,European,UR,Chapter VI Diseases of the nervous system,0.0539,295644,64,1,0.015625,295580,255,0.000862710602882468,18.3831,2.5399,133.052
40002#G459#Transient cerebral ischaemic attack unspecified,European,UR,Chapter VI Diseases of the nervous system,0.0516,292913,62,1,0.0161290322580645,292851,249,0.000850261737197415,19.2641,2.66,139.5113
41202#G23#Other degenerative diseases of basal ganglia,European,UR,Chapter VI Diseases of the nervous system,0.08,313802,93,1,0.010752688172043,313709,280,0.000892546914497193,12.1673,1.6899,87.6064
41202#G41#Status epilepticus,European,UR,Chapter VI Diseases of the nervous system,0.012,318306,182,2,0.010989010989011,318124,285,0.000895877079377853,12.3914,3.0604,50.1712
41202#G419#Status epilepticus unspecified,European,UR,Chapter VI Diseases of the nervous system,0.0064,305510,135,2,0.0148148148148148,305375,266,0.000871060171919771,17.2485,4.2472,70.0496
41202#G544#Lumbosacral root disorders not elsewhere classified,European,UR,Chapter VI Diseases of the nervous system,0.0418,419110,48,1,0.0208333333333333,419062,372,0.000887696808586796,23.947,3.2953,174.024
41202#G552#Nerve root and plexus compressions in spondylosis,European,UR,Chapter VI Diseases of the nervous system,0.0579,419129,67,1,0.0149253731343284,419062,372,0.000887696808586796,17.0532,2.3606,123.1922
41202#G82#Paraplegia and tetraplegia,European,UR,Chapter VI Diseases of the nervous system,0.0114,317174,183,2,0.0109289617486339,316991,275,0.000867532516696058,12.7259,3.1427,51.5325
41202#G822#Paraplegia unspecified,European,UR,Chapter VI Diseases of the nervous system,0.0602,315946,69,1,0.0144927536231884,315877,283,0.000895918347964556,16.3996,2.2693,118.5167
41202#G825#Tetraplegia unspecified,European,UR,Chapter VI Diseases of the nervous system,0.0315,419098,36,1,0.0277777777777778,419062,372,0.000887696808586796,32.1575,4.394,235.3433
42037#Source of multiple system atrophy report,European,UR,Chapter VI Diseases of the nervous system,0.0895,459449,106,1,0.00943396226415094,459343,405,0.000881694071750304,10.7922,1.5025,77.5206
Union#G23#Other degenerative diseases of basal ganglia,European,UR,Chapter VI Diseases of the nervous system,0.0359,254970,356,2,0.00561797752808989,254614,210,0.000824777899094315,6.8443,1.6939,27.6557
Union#G232#Multiple system atrophy parkinsonian type [MSA-P],European,UR,Chapter VI Diseases of the nervous system,0.0997,299051,118,1,0.00847457627118644,298933,265,0.000886486269498516,9.6329,1.3406,69.2155
Union#G41#Status epilepticus,European,UR,Chapter VI Diseases of the nervous system,0.0045,254015,367,3,0.00817438692098093,253648,223,0.000879171134800984,9.3662,2.9841,29.3982
Union#G419#Status epilepticus unspecified,European,UR,Chapter VI Diseases of the nervous system,0.0011,243996,234,3,0.0128205128205128,243762,207,0.000849188963004898,15.2804,4.8526,48.1167
Union#G518#Other disorders of facial nerve,European,UR,Chapter VI Diseases of the nervous system,0.0593,239582,71,1,0.0140845070422535,239511,205,0.00085591058448255,16.6764,2.3055,120.6252
Union#G544#Lumbosacral root disorders not elsewhere classified,European,UR,Chapter VI Diseases of the nervous system,0.0704,299015,82,1,0.0121951219512195,298933,265,0.000886486269498516,13.9142,1.9293,100.3482
Union#G608#Other hereditary and idiopathic neuropathies,European,UR,Chapter VI Diseases of the nervous system,0.0937,244715,114,1,0.0087719298245614,244601,210,0.00085854105257133,10.2988,1.4315,74.0935
Union#G839#Paralytic syndrome unspecified,European,UR,Chapter VI Diseases of the nervous system,0.0747,219264,93,1,0.010752688172043,219171,182,0.000830401832359208,13.0787,1.813,94.3449
131131#Source of report of H01 (Other inflammation of eyelid),European,UR,Chapter VII Diseases of the eye and adnexa,0.0117,404622,5795,0,0,398827,354,0.000887602895491027,0,,
131213#Source of report of H54 (Visual impairment including blindness (binocular or monocular)),European,UR,Chapter VII Diseases of the eye and adnexa,0.0563,414345,3969,0,0,410376,372,0.000906485759401135,0,,
131215#Source of report of H55 (Nystagmus and other irregular eye movements),European,UR,Chapter VII Diseases of the eye and adnexa,0.0307,399213,750,3,0.004,398463,355,0.000890923373060987,4.5037,1.4423,14.063
41202#Block H30-H36#H30-H36 Disorders of choroid and retina,European,UR,Chapter VII Diseases of the eye and adnexa,0.0402,352126,9810,3,0.000305810397553517,342316,319,0.000931887495764148,0.328,0.1052,1.0225
41202#H210#Hyphaema,European,UR,Chapter VII Diseases of the eye and adnexa,0.0296,379581,33,1,0.0303030303030303,379548,345,0.00090897593980208,34.3481,4.6803,252.0768
41202#H259#Senile cataract unspecified,European,UR,Chapter VII Diseases of the eye and adnexa,0.0685,342130,3056,6,0.00196335078534031,339074,313,0.00092310233164442,2.1291,0.9485,4.7793
41202#H268#Other specified cataract,European,UR,Chapter VII Diseases of the eye and adnexa,0.084,339843,3572,0,0,336271,306,0.000909980343235069,0,,
41202#H490#Third [oculomotor] nerve palsy,European,UR,Chapter VII Diseases of the eye and adnexa,0.083,379643,95,1,0.0105263157894737,379548,345,0.00090897593980208,11.693,1.6254,84.1173
Union#H01#Other inflammation of eyelid,European,UR,Chapter VII Diseases of the eye and adnexa,0.0112,249153,5795,0,0,243358,216,0.000887581258886086,0,,
Union#H210#Hyphaema,European,UR,Chapter VII Diseases of the eye and adnexa,0.0808,283018,95,1,0.0105263157894737,282923,250,0.000883632649166028,12.0286,1.6703,86.6249
Union#H212#Degeneration of iris and ciliary body,European,UR,Chapter VII Diseases of the eye and adnexa,0.071,283006,83,1,0.0120481927710843,282923,250,0.000883632649166028,13.7889,1.9118,99.4522
Union#H54#Visual impairment including blindness (binocular or monocular),European,UR,Chapter VII Diseases of the eye and adnexa,0.0555,266161,3969,0,0,262192,238,0.000907731738573259,0,,
Union#H55#Nystagmus and other irregular eye movements,European,UR,Chapter VII Diseases of the eye and adnexa,0.0326,253367,750,3,0.004,252617,230,0.000910469208327231,4.407,1.4077,13.7965
131231#Source of report of H66 (Suppurative and unspecified otitis media),European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0769,435571,9561,14,0.0014642819788725,426010,370,0.000868524213046642,1.6869,0.9889,2.8776
41202#H613#Acquired stenosis of external ear canal,European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0741,449925,87,1,0.0114942528735632,449838,397,0.000882539936599398,13.1639,1.8288,94.7549
41202#H661#Chronic tubotympanic suppurative otitis media,European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0271,449869,31,1,0.032258064516129,449838,397,0.000882539936599398,37.7364,5.1336,277.3982
41202#H72#Perforation of tympanic membrane,European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0712,450910,1072,3,0.00279850746268657,449838,397,0.000882539936599398,3.1771,1.0187,9.9087
41202#H903#Sensorineural hearing loss bilateral,European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0904,449945,107,1,0.00934579439252336,449838,397,0.000882539936599398,10.6801,1.4869,76.7126
Union#H661#Chronic tubotympanic suppurative otitis media,European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0353,211076,37,1,0.027027027027027,211039,204,0.000966645975388435,28.7085,3.9174,210.3905
Union#H93#Other disorders of ear not elsewhere classified,European,UR,Chapter VIII Diseases of the ear and mastoid process,0.0939,187341,17651,10,0.000566540139368874,169690,168,0.000990040662384348,0.572,0.3022,1.0828
131283#Source of report of I08 (Multiple valve diseases),European,UR,Chapter IX Diseases of the circulatory system,0.0905,371131,8434,12,0.00142281242589519,362697,312,0.000860222168917857,1.6549,0.9294,2.9469
131287#Source of report of I10 (Essential (primary) hypertension) hypertension),European,UR,Chapter IX Diseases of the circulatory system,0.0672,399403,183262,177,0.000965830341260054,216141,171,0.000791150221383264,1.221,0.9895,1.5067
131345#Source of report of I45 (Other conduction disorders),European,UR,Chapter IX Diseases of the circulatory system,0.0781,308174,8000,12,0.0015,300174,256,0.000852838686894934,1.76,0.9861,3.1413
131383#Source of report of I71 (Aortic aneurysm and dissection),European,UR,Chapter IX Diseases of the circulatory system,0.0469,265720,5030,9,0.00178926441351889,260690,225,0.00086309409643638,2.075,1.0651,4.0423
131389#Source of report of I74 (Arterial embolism and thrombosis),European,UR,Chapter IX Diseases of the circulatory system,0.0118,307771,2124,6,0.00282485875706215,305647,264,0.000863741505723923,3.2769,1.4573,7.3687
131407#Source of report of I85 (Oesophageal varices),European,UR,Chapter IX Diseases of the circulatory system,0.0241,323175,1202,4,0.00332778702163062,321973,287,0.000891379090793327,3.7424,1.3928,10.056
131421#Source of report of I98 (Other disorders of circulatory system in diseases classified elsewhere),European,UR,Chapter IX Diseases of the circulatory system,0.0191,303486,638,3,0.00470219435736677,302848,263,0.000868422442941674,5.4355,1.7372,17.0075
20002#4#cardiovascular,European,UR,Chapter IX Diseases of the circulatory system,0.0859,404060,167772,165,0.000983477576711251,236288,193,0.000816799837486457,1.2043,0.9782,1.4826
40001#Block I30-I52#I30-I52 Other forms of heart disease,European,UR,Chapter IX Diseases of the circulatory system,0.0628,303421,1057,3,0.00283822138126774,302364,256,0.000846661639613182,3.3589,1.0744,10.5008
40001#I509#Heart failure unspecified,European,UR,Chapter IX Diseases of the circulatory system,0.0455,273675,52,1,0.0192307692307692,273623,244,0.000891737902150039,21.9687,3.0238,159.6079
40002#Block I95-I99#I95-I99 Other and unspecified disorders of the circulatory system,European,UR,Chapter IX Diseases of the circulatory system,0.0414,284831,47,1,0.0212765957446809,284784,255,0.00089541547277937,24.2565,3.3324,176.5629
41202#Block I05-I09#I05-I09 Chronic rheumatic heart diseases,European,UR,Chapter IX Diseases of the circulatory system,0.0319,273000,1436,4,0.00278551532033426,271564,221,0.000813804480711729,3.4296,1.2741,9.2316
41202#Block I70-I79#I70-I79 Diseases of arteries arterioles and capillaries,European,UR,Chapter IX Diseases of the circulatory system,0.0112,227007,6819,13,0.00190643789411937,220188,191,0.000867440550802042,2.2001,1.2538,3.8605
41202#Chapter IX#Chapter IX Diseases of the circulatory system,European,UR,Chapter IX Diseases of the circulatory system,0.0349,374767,111504,116,0.00104032142344669,263263,214,0.000812875337590167,1.2801,1.0211,1.6048
41202#I08#Multiple valve diseases,European,UR,Chapter IX Diseases of the circulatory system,0.0179,261296,1194,4,0.0033500837520938,260102,212,0.000815064859170633,4.1207,1.5299,11.099
41202#I080#Disorders of both mitral and aortic valves,European,UR,Chapter IX Diseases of the circulatory system,0.0576,243333,467,2,0.00428265524625268,242866,199,0.00081938188136668,5.2449,1.2988,21.1808
41202#I081#Disorders of both mitral and tricuspid valves,European,UR,Chapter IX Diseases of the circulatory system,0.0369,308705,357,2,0.00560224089635854,308348,258,0.000836716956166409,6.7276,1.667,27.1505
41202#I11#Hypertensive heart disease,European,UR,Chapter IX Diseases of the circulatory system,0.0647,348025,80,1,0.0125,347945,290,0.000833465059132909,15.1748,2.1042,109.4383
41202#I119#Hypertensive heart disease without (congestive) heart failure,European,UR,Chapter IX Diseases of the circulatory system,0.0394,347993,48,1,0.0208333333333333,347945,290,0.000833465059132909,25.5066,3.5073,185.494
41202#I214#Acute subendocardial myocardial infarction,European,UR,Chapter IX Diseases of the circulatory system,0.0768,220643,4895,8,0.00163432073544433,215748,182,0.000843576765485659,1.9389,0.9546,3.9382
41202#I259#Chronic ischaemic heart disease unspecified,European,UR,Chapter IX Diseases of the circulatory system,0.0451,233460,2279,5,0.00219394471259324,231181,192,0.000830518078907869,2.6453,1.0876,6.4341
41202#I35#Nonrheumatic aortic valve disorders,European,UR,Chapter IX Diseases of the circulatory system,0.0732,229911,2712,5,0.00184365781710914,227199,183,0.000805461291643009,2.2913,0.9417,5.5754
41202#I350#Aortic (valve) stenosis,European,UR,Chapter IX Diseases of the circulatory system,0.0902,232746,2088,4,0.00191570881226054,230658,184,0.000797717833328998,2.4042,0.892,6.4801
41202#I452#Bifascicular block,European,UR,Chapter IX Diseases of the circulatory system,0.0651,186513,77,1,0.012987012987013,186436,162,0.000868930893175138,15.1295,2.0913,109.4538
41202#I630#Cerebral infarction due to thrombosis of precerebral arteries,European,UR,Chapter IX Diseases of the circulatory system,0.0603,204165,76,1,0.0131578947368421,204089,166,0.000813370637319993,16.3794,2.264,118.4992
41202#I66#Occlusion and stenosis of cerebral arteries not resulting in cerebral infarction,European,UR,Chapter IX Diseases of the circulatory system,0.0459,252010,58,1,0.0172413793103448,251952,203,0.000805709023941068,21.7569,2.9982,157.8796
41202#I71#Aortic aneurysm and dissection,European,UR,Chapter IX Diseases of the circulatory system,0.0134,179714,1623,5,0.00308071472581639,178091,149,0.00083665092565037,3.6905,1.5118,9.009
41202#I716#Thoracoabdominal aortic aneurysm without mention of rupture,European,UR,Chapter IX Diseases of the circulatory system,0.0321,347984,39,1,0.0256410256410256,347945,290,0.000833465059132909,31.5476,4.3169,230.5474
41202#I74#Arterial embolism and thrombosis,European,UR,Chapter IX Diseases of the circulatory system,0.0024,214971,1125,5,0.00444444444444444,213846,169,0.000790288338336934,5.6445,2.3148,13.7635
41202#I742#Embolism and thrombosis of arteries of upper extremities,European,UR,Chapter IX Diseases of the circulatory system,0.0052,258072,124,2,0.0161290322580645,257948,218,0.000845131576906974,19.3811,4.7624,78.873
41202#I770#Arteriovenous fistula acquired,European,UR,Chapter IX Diseases of the circulatory system,0.0689,260154,81,1,0.0123456790123457,260073,228,0.000876676933014961,14.2459,1.9738,102.817
41202#I85#Oesophageal varices,European,UR,Chapter IX Diseases of the circulatory system,0.0295,236984,790,3,0.00379746835443038,236194,196,0.00082982632920396,4.5899,1.4644,14.3856
41202#I859#Oesophageal varices without bleeding,European,UR,Chapter IX Diseases of the circulatory system,0.0257,238651,749,3,0.00400534045393859,237902,197,0.000828072063286563,4.8524,1.5481,15.2095
41202#I98#Other disorders of circulatory system in diseases classified elsewhere,European,UR,Chapter IX Diseases of the circulatory system,0.0146,210254,219,2,0.0091324200913242,210035,173,0.000823672245102007,11.1804,2.7563,45.3506
41202#I982#Oesophageal varices without bleeding in diseases classified elsewhere,European,UR,Chapter IX Diseases of the circulatory system,0.0111,204094,185,2,0.0108108108108108,203909,172,0.000843513528093414,12.9455,3.1876,52.5745
Union#Block I05-I09#I05-I09 Chronic rheumatic heart diseases,European,UR,Chapter IX Diseases of the circulatory system,0.0701,149048,10126,14,0.00138257949832115,138922,110,0.000791811232202243,1.7471,1.0014,3.0481
Union#Block I10-I15#I10-I15 Hypertensive diseases,European,UR,Chapter IX Diseases of the circulatory system,0.0394,291188,145436,145,0.000997002117770016,145752,112,0.000768428563587464,1.2978,1.0141,1.6608
Union#Block I70-I79#I70-I79 Diseases of arteries arterioles and capillaries,European,UR,Chapter IX Diseases of the circulatory system,0.0054,147843,19622,28,0.00142696972785649,128221,98,0.000764305378994081,1.8683,1.2272,2.8442
Union#Block I95-I99#I95-I99 Other and unspecified disorders of the circulatory system,European,UR,Chapter IX Diseases of the circulatory system,0.0986,162856,20202,21,0.00103950103950104,142654,100,0.000700996817474449,1.4834,0.9265,2.3751
Union#Chapter IX#Chapter IX Diseases of the circulatory system,European,UR,Chapter IX Diseases of the circulatory system,0.0755,367703,217403,215,0.000988946794662447,150300,121,0.000805056553559548,1.2286,0.9832,1.5353
Union#I08#Multiple valve diseases,European,UR,Chapter IX Diseases of the circulatory system,0.0595,159215,11556,15,0.00129802699896158,147659,113,0.000765276752517625,1.6971,0.99,2.9091
Union#I081#Disorders of both mitral and tricuspid valves,European,UR,Chapter IX Diseases of the circulatory system,0.072,144216,3708,6,0.00161812297734628,140508,107,0.000761522475588579,2.1267,0.9339,4.8428
Union#I20#Angina pectoris,European,UR,Chapter IX Diseases of the circulatory system,0.088,155587,34976,37,0.00105786825251601,120611,90,0.000746200595302253,1.4181,0.9669,2.0798
Union#I241#Dressler syndrome,European,UR,Chapter IX Diseases of the circulatory system,0.0412,119950,56,1,0.0178571428571429,119894,89,0.000742322384773216,24.475,3.3502,178.8021
Union#I269#Pulmonary embolism without mention of acute cor pulmonale,European,UR,Chapter IX Diseases of the circulatory system,0.0822,155304,9596,12,0.00125052105043768,145708,106,0.000727482361984243,1.7199,0.9464,3.1255
Union#I422#Other hypertrophic cardiomyopathy,European,UR,Chapter IX Diseases of the circulatory system,0.0511,120905,475,2,0.00421052631578947,120430,90,0.0007473220958233,5.6537,1.3884,23.0224
Union#I443#Other and unspecified atrioventricular block,European,UR,Chapter IX Diseases of the circulatory system,0.0519,112060,459,2,0.00435729847494553,111601,87,0.000779562907142409,5.6095,1.3767,22.8565
Union#I45#Other conduction disorders,European,UR,Chapter IX Diseases of the circulatory system,0.0768,120972,8000,12,0.0015,112972,96,0.00084976808412704,1.7663,0.9688,3.2203
Union#I450#Right fascicular block,European,UR,Chapter IX Diseases of the circulatory system,0.0264,124822,34,1,0.0294117647058824,124788,97,0.000777318331890887,38.9538,5.2749,287.6623
Union#I451#Other and unspecified right bundle-branch block,European,UR,Chapter IX Diseases of the circulatory system,0.027,116390,5801,10,0.00172384071711774,110589,84,0.000759569215744785,2.2717,1.1786,4.3786
Union#I455#Other specified heart block,European,UR,Chapter IX Diseases of the circulatory system,0.0292,121967,344,2,0.00581395348837209,121623,92,0.000756435871504567,7.7251,1.8956,31.4815
Union#I472#Ventricular tachycardia,European,UR,Chapter IX Diseases of the circulatory system,0.0362,103754,2172,5,0.00230202578268877,101582,82,0.000807229627296175,2.856,1.1567,7.0519
Union#I489#Atrial fibrillation and atrial flutter unspecified,European,UR,Chapter IX Diseases of the circulatory system,0.0572,149005,25982,30,0.00115464552382419,123023,94,0.000764084764637507,1.5117,1.002,2.2807
Union#I511#Rupture of chordae tendineae not elsewhere classified,European,UR,Chapter IX Diseases of the circulatory system,0.0944,100010,127,1,0.0078740157480315,99883,77,0.000770901955287687,10.2872,1.4198,74.5377
Union#I630#Cerebral infarction due to thrombosis of precerebral arteries,European,UR,Chapter IX Diseases of the circulatory system,0.0714,112311,99,1,0.0101010101010101,112212,83,0.000739671336398959,13.7852,1.9001,100.0123
Union#I71#Aortic aneurysm and dissection,European,UR,Chapter IX Diseases of the circulatory system,0.0467,102435,5031,9,0.00178890876565295,97404,83,0.000852121062790029,2.1013,1.0556,4.1829
Union#I712#Thoracic aortic aneurysm without mention of rupture,European,UR,Chapter IX Diseases of the circulatory system,0.0699,112376,1133,3,0.00264783759929391,111243,91,0.000818028999577502,3.2428,1.0251,10.2578
Union#I714#Abdominal aortic aneurysm without mention of rupture,European,UR,Chapter IX Diseases of the circulatory system,0.0306,94088,2633,6,0.00227876946448918,91455,78,0.000852878464818763,2.6757,1.1652,6.144
Union#I716#Thoracoabdominal aortic aneurysm without mention of rupture,European,UR,Chapter IX Diseases of the circulatory system,0.0501,121456,63,1,0.0158730158730159,121393,98,0.000807295313568328,19.963,2.7408,145.4054
Union#I718#Aortic aneurysm of unspecified site ruptured,European,UR,Chapter IX Diseases of the circulatory system,0.0311,110147,40,1,0.025,110107,86,0.000781058424986604,32.8029,4.4563,241.4629
Union#I74#Arterial embolism and thrombosis,European,UR,Chapter IX Diseases of the circulatory system,0.0113,114948,2124,6,0.00282485875706215,112824,95,0.000842019428490392,3.3615,1.4714,7.6796
Union#I742#Embolism and thrombosis of arteries of upper extremities,European,UR,Chapter IX Diseases of the circulatory system,0.0008855,136822,218,3,0.0137614678899083,136604,113,0.000827208573687447,16.8542,5.3137,53.4586
Union#I744#Embolism and thrombosis of arteries of extremities unspecified,European,UR,Chapter IX Diseases of the circulatory system,0.0401,125938,49,1,0.0204081632653061,125889,104,0.000826124601831772,25.1973,3.4457,184.2625
