Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
Union#I89#Other noninfective disorders of lymphatic vessels and lymph nodes,European,URmtr,Chapter IX Diseases of the circulatory system,0.0666,175630,3031,3,0.000989772352358957,172599,51,0.00029548259259903,3.352,1.0456,10.7459
Union#I890#Lymphoedema not elsewhere classified,European,URmtr,Chapter IX Diseases of the circulatory system,0.0249,166952,1901,3,0.00157811678064177,165051,52,0.000315054134782582,5.0154,1.5649,16.0736
Union#I958#Other hypotension,European,URmtr,Chapter IX Diseases of the circulatory system,0.069,155842,210,1,0.00476190476190476,155632,52,0.000334121517425722,14.3154,1.9698,104.0362
131425#Source of report of J00 (Acute nasopharyngitis [common cold]),European,URmtr,Chapter X Diseases of the respiratory system,0.0093,417138,5149,6,0.00116527481064284,411989,138,0.00033496039942814,3.4817,1.5368,7.8882
131429#Source of report of J02 (Acute pharyngitis),European,URmtr,Chapter X Diseases of the respiratory system,0.08,395742,22252,12,0.000539277368326443,373490,116,0.000310583951377547,1.7367,0.9584,3.1472
131433#Source of report of J04 (Acute laryngitis and tracheitis),European,URmtr,Chapter X Diseases of the respiratory system,0.0697,334166,4330,4,0.00092378752886836,329836,115,0.000348658121005591,2.6511,0.9779,7.1873
131453#Source of report of J16 (Pneumonia due to other infectious organisms not elsewhere classified),European,URmtr,Chapter X Diseases of the respiratory system,0.0308,459449,91,1,0.010989010989011,459358,157,0.000341781355718198,32.4983,4.5002,234.6856
131463#Source of report of J22 (Unspecified acute lower respiratory infection),European,URmtr,Chapter X Diseases of the respiratory system,0.002,459449,60637,35,0.000577205336675627,398812,123,0.000308415995506655,1.872,1.2859,2.7254
131497#Source of report of J46 (Status asthmaticus),European,URmtr,Chapter X Diseases of the respiratory system,0.0118,459449,473,2,0.00422832980972516,458976,156,0.0003398870529178,12.489,3.0868,50.5294
20002#1398#pneumonia,European,URmtr,Chapter X Diseases of the respiratory system,0.0312,339397,6535,6,0.000918133129303749,332862,116,0.000348492768775048,2.6361,1.1599,5.991
40001#Block J80-J84#J80-J84 Other respiratory diseases principally affecting the interstitium,European,URmtr,Chapter X Diseases of the respiratory system,0.0302,288495,713,2,0.00280504908835905,287782,107,0.000371809216698751,7.5627,1.8635,30.6916
40001#Chapter X#Chapter X Diseases of the respiratory system,European,URmtr,Chapter X Diseases of the respiratory system,0.0792,328969,2987,3,0.00100435219283562,325982,107,0.000328238982520507,3.0619,0.9715,9.65
40001#J84#Other interstitial pulmonary diseases,European,URmtr,Chapter X Diseases of the respiratory system,0.0262,288109,705,2,0.00283687943262411,287404,100,0.000347942269418658,8.1737,2.0122,33.2014
40001#J849#Interstitial pulmonary disease unspecified,European,URmtr,Chapter X Diseases of the respiratory system,0.0524,358367,162,1,0.00617283950617284,358205,118,0.000329420304015857,18.8487,2.6172,135.7459
40002#J180#Bronchopneumonia unspecified,European,URmtr,Chapter X Diseases of the respiratory system,0.0843,312488,1381,2,0.00144822592324403,311107,107,0.000343933116259036,4.2154,1.0397,17.0914
40002#J43#Emphysema,European,URmtr,Chapter X Diseases of the respiratory system,0.0501,264778,160,1,0.00625,264618,84,0.000317438722989366,19.8064,2.7408,143.1306
40002#J439#Emphysema unspecified,European,URmtr,Chapter X Diseases of the respiratory system,0.0516,265787,158,1,0.00632911392405063,265629,88,0.000331289128822531,19.2198,2.6608,138.8296
41202#Block J00-J06#J00-J06 Acute upper respiratory infections,European,URmtr,Chapter X Diseases of the respiratory system,0.0771,392829,2828,3,0.00106082036775106,390001,134,0.00034358886259266,3.0897,0.9834,9.7072
41202#Block J40-J47#J40-J47 Chronic lower respiratory diseases,European,URmtr,Chapter X Diseases of the respiratory system,0.0491,414884,9584,7,0.000730383973288815,405300,136,0.000335553910683444,2.1775,1.0184,4.6557
41202#Block J80-J84#J80-J84 Other respiratory diseases principally affecting the interstitium,European,URmtr,Chapter X Diseases of the respiratory system,0.0157,318031,1548,3,0.00193798449612403,316483,104,0.000328611647387063,5.907,1.8724,18.6349
41202#J02#Acute pharyngitis,European,URmtr,Chapter X Diseases of the respiratory system,0.0247,406010,710,2,0.0028169014084507,405300,136,0.000335553910683444,8.4157,2.0794,34.06
41202#J029#Acute pharyngitis unspecified,European,URmtr,Chapter X Diseases of the respiratory system,0.0222,405970,670,2,0.00298507462686567,405300,136,0.000335553910683444,8.9196,2.2036,36.1037
41202#J42#Unspecified chronic bronchitis,European,URmtr,Chapter X Diseases of the respiratory system,0.0254,405376,76,1,0.0131578947368421,405300,136,0.000335553910683444,39.722,5.4834,287.7452
41202#J46#Status asthmaticus,European,URmtr,Chapter X Diseases of the respiratory system,0.0049,405603,303,2,0.0066006600660066,405300,136,0.000335553910683444,19.795,4.8782,80.3248
41202#J84#Other interstitial pulmonary diseases,European,URmtr,Chapter X Diseases of the respiratory system,0.0078,310513,1232,3,0.00243506493506494,309281,98,0.00031686395219881,7.7012,2.4381,24.3258
41202#J841#Other interstitial pulmonary diseases with fibrosis,European,URmtr,Chapter X Diseases of the respiratory system,0.0373,294037,908,2,0.00220264317180617,293129,96,0.000327500861395495,6.7382,1.6586,27.3744
Union#Block J00-J06#J00-J06 Acute upper respiratory infections,European,URmtr,Chapter X Diseases of the respiratory system,0.0268,208631,5247,5,0.000952925481227368,203384,62,0.000304842072139401,3.128,1.2571,7.7835
Union#J00#Acute nasopharyngitis [common cold],European,URmtr,Chapter X Diseases of the respiratory system,0.0103,201620,5149,6,0.00116527481064284,196471,66,0.000335927439673031,3.4717,1.5045,8.0113
Union#J04#Acute laryngitis and tracheitis,European,URmtr,Chapter X Diseases of the respiratory system,0.0447,161721,4330,4,0.00092378752886836,157391,46,0.000292265758524947,3.1628,1.138,8.79
Union#J06#Acute upper respiratory infections of multiple and unspecified sites,European,URmtr,Chapter X Diseases of the respiratory system,0.0946,238475,47026,22,0.000467826308850423,191449,59,0.000308176067777842,1.5183,0.9304,2.4777
Union#J069#Acute upper respiratory infection unspecified,European,URmtr,Chapter X Diseases of the respiratory system,0.0867,200596,1513,2,0.00132187706543291,199083,63,0.000316450927502599,4.1814,1.0222,17.104
Union#J16#Pneumonia due to other infectious organisms not elsewhere classified,European,URmtr,Chapter X Diseases of the respiratory system,0.0308,171542,91,1,0.010989010989011,171451,58,0.000338289073846172,32.8339,4.499,239.621
Union#J20#Acute bronchitis,European,URmtr,Chapter X Diseases of the respiratory system,0.076,204579,5107,4,0.000783238691991384,199472,60,0.000300794096414534,2.6052,0.9465,7.1708
Union#J22#Unspecified acute lower respiratory infection,European,URmtr,Chapter X Diseases of the respiratory system,0.0064,271291,60637,35,0.000577205336675627,210654,68,0.00032280421924103,1.7886,1.1895,2.6892
Union#J322#Chronic ethmoidal sinusitis,European,URmtr,Chapter X Diseases of the respiratory system,0.0644,213665,206,1,0.00485436893203884,213459,68,0.000318562346867548,15.3078,2.1154,110.7713
Union#J46#Status asthmaticus,European,URmtr,Chapter X Diseases of the respiratory system,0.0107,213932,473,2,0.00422832980972516,213459,68,0.000318562346867548,13.3253,3.2563,54.5288
Union#J982#Interstitial emphysema,European,URmtr,Chapter X Diseases of the respiratory system,0.0435,138322,128,1,0.0078125,138194,47,0.000340101596306641,23.1441,3.1689,169.0354
131641#Source of report of K59 (Other functional intestinal disorders),European,URmtr,Chapter XI Diseases of the digestive system,0.0767,435679,35930,19,0.000528806011689396,399749,135,0.000337711914226177,1.5661,0.9687,2.532
131647#Source of report of K62 (Other diseases of anus and rectum),European,URmtr,Chapter XI Diseases of the digestive system,0.0069,423390,45184,6,0.000132790368271955,378206,139,0.000367524576553518,0.3612,0.1595,0.818
131675#Source of report of K80 (Cholelithiasis),European,URmtr,Chapter XI Diseases of the digestive system,0.0202,364687,32891,18,0.000547262168982396,331796,96,0.000289334410300305,1.8919,1.1434,3.1304
20002#1136#liver|biliary|pancreas problem,European,URmtr,Chapter XI Diseases of the digestive system,0.0828,371631,12920,8,0.000619195046439629,358711,117,0.000326167862150868,1.899,0.9276,3.8876
20002#1159#bile duct disease,European,URmtr,Chapter XI Diseases of the digestive system,0.0477,381578,135,1,0.00740740740740741,381443,137,0.000359162443667861,20.7706,2.8838,149.5982
20002#1160#bile duct obstruction|ascending cholangitis,European,URmtr,Chapter XI Diseases of the digestive system,0.0214,298849,64,1,0.015625,298785,100,0.000334688823066754,47.4103,6.512,345.1699
20002#1162#cholelithiasis|gall stones,European,URmtr,Chapter XI Diseases of the digestive system,0.07,271228,7599,6,0.000789577575996842,263629,97,0.000367941311464217,2.1468,0.941,4.8981
21074#Diarrhoea when IBS symptoms first began,European,URmtr,Chapter XI Diseases of the digestive system,0.0828,19573,10141,3,0.000295828813726457,9432,9,0.000954198473282443,0.3098,0.0839,1.1448
40001#K56#Paralytic ileus and intestinal obstruction without hernia,European,URmtr,Chapter XI Diseases of the digestive system,0.038,352308,110,1,0.00909090909090909,352198,123,0.000349235373284346,26.2605,3.6371,189.6074
40001#K566#Other and unspecified intestinal obstruction,European,URmtr,Chapter XI Diseases of the digestive system,0.0196,456078,57,1,0.0175438596491228,456021,157,0.000344282390503946,51.8499,7.1331,376.8904
41202#K071#Anomalies of jaw-cranial base relationship,European,URmtr,Chapter XI Diseases of the digestive system,0.0142,189705,40,1,0.025,189665,67,0.000353254422270846,72.5595,9.8261,535.8059
41202#K081#Loss of teeth due to accident extraction or local periodontal disease,European,URmtr,Chapter XI Diseases of the digestive system,0.0598,254123,176,1,0.00568181818181818,253947,88,0.0003465290001457,16.4844,2.2836,118.9949
41202#K210#Gastro-oesophageal reflux disease with oesophagitis,European,URmtr,Chapter XI Diseases of the digestive system,0.0487,241454,12715,9,0.000707825403067244,228739,78,0.000341000004371795,2.0765,1.0413,4.1409
41202#K358#Acute appendicitis other and unspecified,European,URmtr,Chapter XI Diseases of the digestive system,0.0492,254948,1001,2,0.001998001998002,253947,88,0.0003465290001457,5.7753,1.42,23.4896
41202#K436#Other and unspecified ventral hernia with obstruction without gangrene,European,URmtr,Chapter XI Diseases of the digestive system,0.0341,254046,99,1,0.0101010101010101,253947,88,0.0003465290001457,29.4363,4.0601,213.419
41202#K566#Other and unspecified intestinal obstruction,European,URmtr,Chapter XI Diseases of the digestive system,0.0792,256768,2821,3,0.0010634526763559,253947,88,0.0003465290001457,3.0711,0.9711,9.712
41202#K62#Other diseases of anus and rectum,European,URmtr,Chapter XI Diseases of the digestive system,0.0452,256214,25733,3,0.000116581821008044,230481,81,0.000351438947245109,0.3316,0.1048,1.05
41202#K632#Fistula of intestine,European,URmtr,Chapter XI Diseases of the digestive system,0.0787,200143,213,1,0.00469483568075117,199930,76,0.000380133046566298,12.404,1.717,89.61
Union#K071#Anomalies of jaw-cranial base relationship,European,URmtr,Chapter XI Diseases of the digestive system,0.0198,165430,58,1,0.0172413793103448,165372,56,0.000338630481580921,51.7907,7.0485,380.5464
Union#K081#Loss of teeth due to accident extraction or local periodontal disease,European,URmtr,Chapter XI Diseases of the digestive system,0.0835,165625,253,1,0.00395256916996047,165372,56,0.000338630481580921,11.7146,1.6154,84.9542
Union#K358#Acute appendicitis other and unspecified,European,URmtr,Chapter XI Diseases of the digestive system,0.0513,166413,1041,2,0.00192122958693564,165372,56,0.000338630481580921,5.6825,1.3849,23.3168
Union#K432#Incisional hernia without obstruction or gangrene,European,URmtr,Chapter XI Diseases of the digestive system,0.0472,144637,1002,2,0.00199600798403194,143635,48,0.000334180387788492,5.9828,1.4521,24.6496
Union#K436#Other and unspecified ventral hernia with obstruction without gangrene,European,URmtr,Chapter XI Diseases of the digestive system,0.0418,165496,124,1,0.00806451612903226,165372,56,0.000338630481580921,24.0006,3.2962,174.7555
Union#K559#Vascular disorder of intestine unspecified,European,URmtr,Chapter XI Diseases of the digestive system,0.0446,166333,961,2,0.00208116545265349,165372,56,0.000338630481580921,6.1566,1.5002,25.2647
Union#K564#Other impaction of intestine,European,URmtr,Chapter XI Diseases of the digestive system,0.0374,166244,872,2,0.00229357798165138,165372,56,0.000338630481580921,6.7864,1.6535,27.8533
Union#K59#Other functional intestinal disorders,European,URmtr,Chapter XI Diseases of the digestive system,0.0996,197791,36148,19,0.000525616908266018,161643,55,0.000340255996238625,1.5451,0.917,2.6032
Union#K62#Other diseases of anus and rectum,European,URmtr,Chapter XI Diseases of the digestive system,0.0251,192355,46462,6,0.000129137790021953,145893,48,0.00032900824576916,0.3924,0.1679,0.917
Union#K625#Haemorrhage of anus and rectum,European,URmtr,Chapter XI Diseases of the digestive system,0.0402,178046,17915,1,0.0000558191459670667,160131,53,0.000330979010934797,0.1686,0.0233,1.2193
Union#K80#Cholelithiasis,European,URmtr,Chapter XI Diseases of the digestive system,0.0775,168363,33175,18,0.00054257724189902,135188,44,0.000325472675089505,1.6674,0.9634,2.8858
131703#Source of report of L03 (Cellulitis),European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0306,410363,31605,19,0.000601170700838475,378758,131,0.000345867282011205,1.7386,1.0744,2.8133
131741#Source of report of L30 (Other dermatitis),European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0631,452108,45908,23,0.000501002004008016,406200,133,0.000327424913835549,1.5304,0.9829,2.3827
131759#Source of report of L52 (Erythema nodosum),European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.097,319107,283,1,0.00353356890459364,318824,114,0.000357564047875944,9.9138,1.3797,71.2339
131829#Source of report of L93 (Lupus erythematosus),European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0104,324884,455,2,0.0043956043956044,324429,107,0.000329810220418027,13.3821,3.2939,54.3678
41202#L021#Cutaneous abscess furuncle and carbuncle of neck,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0608,305647,188,1,0.00531914893617021,305459,101,0.000330649939926471,16.1676,2.2437,116.5012
41202#L738#Other specified follicular disorders,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0265,407612,76,1,0.0131578947368421,407536,143,0.000350889246594166,37.9854,5.2455,275.0692
41202#L929#Granulomatous disorder of skin and subcutaneous tissue unspecified,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0996,407833,297,1,0.00336700336700337,407536,143,0.000350889246594166,9.6247,1.342,69.0251
41202#L988#Other specified disorders of skin and subcutaneous tissue,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0657,408709,1173,2,0.00170502983802217,407536,143,0.000350889246594166,4.8658,1.2038,19.6679
Union#L021#Cutaneous abscess furuncle and carbuncle of neck,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0731,206839,224,1,0.00446428571428571,206615,69,0.000333954456356025,13.4234,1.8561,97.078
Union#L03#Cellulitis,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0468,272984,31761,19,0.000598217940241176,241223,86,0.00035651658423948,1.6784,1.021,2.7588
Union#L30#Other dermatitis,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0871,309935,46193,24,0.000519559240577577,263742,91,0.000345034162173639,1.5061,0.9604,2.3617
Union#L309#Dermatitis unspecified,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0876,254750,4638,4,0.00086244070720138,250112,88,0.000351842374616172,2.4525,0.9,6.6828
Union#L52#Erythema nodosum,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0871,186444,283,1,0.00353356890459364,186161,59,0.000316929969220191,11.1854,1.5444,81.0118
Union#L738#Other specified follicular disorders,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.042,269101,124,1,0.00806451612903226,268977,92,0.00034203667971611,23.7615,3.2855,171.8465
Union#L739#Follicular disorder unspecified,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.099,208834,302,1,0.0033112582781457,208532,71,0.000340475322732243,9.7544,1.3508,70.4362
Union#L93#Lupus erythematosus,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0124,189987,455,2,0.0043956043956044,189532,68,0.000358778464850263,12.3013,3.0057,50.3442
Union#L94#Other localized connective tissue disorders,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.0894,196785,3353,3,0.000894721145243066,193432,59,0.000305016750072377,2.9351,0.9196,9.3676
Union#L988#Other specified disorders of skin and subcutaneous tissue,European,URmtr,Chapter XII Diseases of the skin and subcutaneous tissue,0.039,249865,2065,3,0.00145278450363196,247800,87,0.000351089588377724,4.1425,1.3094,13.1059
131911#Source of report of M43 (Other deforming dorsopathies),European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0828,385293,6585,5,0.000759301442672741,378708,130,0.000343272389281452,2.2129,0.9055,5.4079
131989#Source of report of M93 (Other osteochondropathies),European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0333,381773,828,2,0.00241545893719807,380945,129,0.000338631560986494,7.1478,1.7656,28.9367
131991#Source of report of M94 (Other disorders of cartilage),European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0644,381901,2662,3,0.00112697220135237,379239,128,0.000337518029527554,3.3416,1.0629,10.5054
20002#1294#back problem,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0101,383269,27229,18,0.000661059899371993,356040,116,0.00032580608920346,2.0297,1.2352,3.3353
20002#1313#ankylosing spondylitis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0733,271327,1295,2,0.00154440154440154,270032,91,0.000336997096640398,4.5884,1.1291,18.6467
20002#15#immunological|systemic disorders,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0456,417954,39162,21,0.000536234104489046,378792,125,0.000329996409639063,1.6253,1.0236,2.5807
20002#1534#back pain,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0488,363376,2424,3,0.00123762376237624,360952,119,0.000329683725259868,3.7574,1.1939,11.8248
20002#1535#scoliosis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0921,248268,296,1,0.00337837837837838,247972,80,0.000322617069669156,10.5039,1.4568,75.7366
20002#1544#dupuytren's contracture,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0925,220578,310,1,0.0032258064516129,220268,68,0.000308714838287904,10.4797,1.4505,75.7132
20002#1622#epicondylitis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0846,459351,257,1,0.00389105058365759,459094,157,0.000341977895594366,11.4186,1.5923,81.883
41202#Block M30-M36#M30-M36 Systemic connective tissue disorders,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0235,251859,1872,3,0.0016025641025641,249987,79,0.000316016432854508,5.0777,1.6017,16.0972
41202#Block M40-M43#M40-M43 Deforming dorsopathies,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0324,245848,2048,3,0.00146484375,243800,80,0.000328137817883511,4.4692,1.4102,14.1634
41202#Block M50-M54#M50-M54 Other dorsopathies,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0295,316113,24591,15,0.000609979260705136,291522,94,0.000322445647326788,1.8923,1.0971,3.2638
41202#M0696#Rheumatoid arthritis unspecified Lower leg,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0672,222701,212,1,0.00471698113207547,222489,72,0.000323611504388981,14.6404,2.0251,105.8434
41202#M190#Primary arthrosis of other joints,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0631,276004,1208,2,0.00165562913907285,274796,91,0.000331154747521798,5.0062,1.2318,20.3462
41202#M1901#Primary arthrosis of other joints Shoulder region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0705,321166,228,1,0.0043859649122807,320938,102,0.000317818394830154,13.8566,1.9249,99.7474
41202#M1996#Arthrosis unspecified-Lower leg,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0513,321102,164,1,0.00609756097560976,320938,102,0.000317818394830154,19.2972,2.6762,139.146
41202#M2333#Other meniscus derangements Medial collateral ligament or Other and unspecified medial meniscus,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0626,259102,1297,2,0.0015420200462606,257805,79,0.000306433156843351,5.0384,1.237,20.5223
41202#M240#Loose body in joint,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0701,252192,232,1,0.00431034482758621,251960,78,0.000309572948086998,13.9795,1.9364,100.92
41202#M31#Other necrotizing vasculopathies,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0394,266626,935,2,0.00213903743315508,265691,87,0.000327448050554968,6.5443,1.6086,26.6247
41202#M316#Other giant cell arteritis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0183,241120,620,2,0.0032258064516129,240500,78,0.000324324324324324,9.9752,2.4456,40.6868
41202#M353#Polymyalgia rheumatica,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0873,267004,290,1,0.00344827586206897,266714,83,0.00031119476292958,11.1156,1.5422,80.1177
41202#M418#Other forms of scoliosis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0269,217305,80,1,0.0125,217225,73,0.000336057083669007,37.6542,5.1695,274.2696
41202#M4186#Other forms of scoliosis Lumbar region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0165,216130,48,1,0.0208333333333333,216082,74,0.0003424625836488,62.107,8.4575,456.0787
41202#M431#Spondylolisthesis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0815,248423,1349,2,0.00148257968865827,247074,85,0.000344026485992051,4.3144,1.0606,17.5512
41202#M4317#Spondylolisthesis Lumbosacral region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0809,282462,259,1,0.00386100386100386,282203,91,0.00032246290790672,12.016,1.6682,86.5531
41202#M4788#Other spondylosis Sacral and sacrococcygeal region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0096,320968,30,1,0.0333333333333333,320938,102,0.000317818394830154,108.4638,14.636,803.8
41202#M4798#Spondylosis unspecified Sacral and sacrococcygeal region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0099,320969,31,1,0.032258064516129,320938,102,0.000317818394830154,104.8484,14.1637,776.1504
41202#M503#Other cervical disc degeneration,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0847,321214,276,1,0.0036231884057971,320938,102,0.000317818394830154,11.438,1.5901,82.2754
41202#M512#Other specified intervertebral disc displacement,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.011,310927,2608,4,0.00153374233128834,308319,98,0.000317852613689069,4.8312,1.7763,13.1397
41202#M54#Dorsalgia,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0499,300462,16923,11,0.000650002954558884,283539,93,0.000327997206733465,1.9824,1.061,3.704
41202#M5422#Cervicalgia Cervical region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0355,289251,969,2,0.00206398348813209,288282,86,0.000298319007083342,6.931,1.7034,28.2014
41202#M5439#Sciatica Site unspecified,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0875,277294,285,1,0.00350877192982456,277009,88,0.00031767920897877,11.0804,1.5382,79.8151
41202#M544#Lumbago with sciatica,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0282,272583,834,2,0.00239808153477218,271749,83,0.000305428906822104,7.868,1.9321,32.0399
41202#M5446#Lumbago with sciatica Lumbar region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0901,269501,299,1,0.00334448160535117,269202,84,0.000312033342991508,10.751,1.492,77.4705
41202#M5457#Low back pain Lumbosacral region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0577,261554,1219,2,0.00164068908941756,260335,81,0.000311137572742812,5.2802,1.2968,21.4996
41202#M546#Pain in thoracic spine,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.007,249190,368,2,0.00543478260869565,248822,82,0.000329552853043541,16.576,4.0612,67.6555
41202#M5464#Pain in thoracic spine Thoracic region,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0547,247883,181,1,0.00552486187845304,247702,76,0.000306820292125215,18.1013,2.5036,130.875
41202#M60#Myositis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0717,321170,232,1,0.00431034482758621,320938,102,0.000317818394830154,13.6167,1.8917,98.0129
41202#M6534#Trigger finger-Hand,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0507,277578,1062,2,0.00188323917137476,276516,92,0.000332711307844754,5.6691,1.3949,23.0401
41202#M6743#Ganglion wrist,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0156,320987,49,1,0.0204081632653061,320938,102,0.000317818394830154,65.5302,8.9595,479.2932
41202#M77#Other enthesopathies,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0956,276312,1708,2,0.00117096018735363,274604,82,0.000298611819201468,3.9248,0.9644,15.9721
41202#M771#Lateral epicondylitis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0269,321721,783,2,0.00255427841634738,320938,102,0.000317818394830154,8.0549,1.9839,32.704
41202#M7712#Lateral epicondylitis Upper arm,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0057,287696,341,2,0.00586510263929619,287355,92,0.000320161472742775,18.4214,4.5202,75.0735
41202#M798#Other specified soft tissue disorders,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0271,327845,6907,6,0.000868683943825105,320938,102,0.000317818394830154,2.7348,1.2,6.2324
41202#M7986#Other specified soft tissue disorders Lower leg,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0647,325556,4618,4,0.00086617583369424,320938,102,0.000317818394830154,2.7269,1.0037,7.4084
41202#M810#Postmenopausal osteoporosis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0357,171174,109,1,0.0091743119266055,171065,56,0.000327360944670155,28.2753,3.879,206.106
41202#M8109#Postmenopausal osteoporosis Site unspecified,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0129,171104,39,1,0.0256410256410256,171065,56,0.000327360944670155,80.3614,10.845,595.4759
41202#M818#Other osteoporosis,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.014,221422,44,1,0.0227272727272727,221378,70,0.000316201248543216,73.5243,9.9858,541.3529
41202#M8414#Nonunion of fracture [pseudarthrosis] Hand,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0177,217374,58,1,0.0172413793103448,217316,66,0.000303705203482486,57.7485,7.8799,423.2175
41202#M879#Osteonecrosis unspecified,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0976,321258,320,1,0.003125,320938,102,0.000317818394830154,9.8603,1.3715,70.8924
41202#M8795#Osteonecrosis unspecified Pelvic region and thigh,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0564,321119,181,1,0.00552486187845304,320938,102,0.000317818394830154,17.4747,2.4248,125.9335
41202#M90#Osteopathies in diseases classified elsewhere,European,URmtr,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0791,270444,265,1,0.00377358490566038,270179,83,0.000307203742703911,12.3264,1.7096,88.8727
