Phenotype,Ancestry,Collapsing model,Phenotypic category,P value,No. samples,No. cases,No. cases with QV,Proportion cases with QV,No. controls,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
41202#I850#Oesophageal varices with bleeding,European,syn,Chapter IX Diseases of the circulatory system,0.0297,222478,140,2,0.0142857142857143,222338,422,0.00189801113619804,7.6213,1.8809,30.881
41202#I87#Other disorders of veins,European,syn,Chapter IX Diseases of the circulatory system,0.0444,302855,430,3,0.00697674418604651,302425,547,0.00180871290402579,3.8774,1.2417,12.1075
41202#I872#Venous insufficiency (chronic)(peripheral),European,syn,Chapter IX Diseases of the circulatory system,0.0067,348152,207,3,0.0144927536231884,347945,634,0.00182212706031126,8.056,2.5699,25.2538
41202#I951#Orthostatic hypotension,European,syn,Chapter IX Diseases of the circulatory system,0.0711,244828,2185,8,0.00366132723112128,242643,448,0.00184633391443396,1.9866,0.9861,4.0022
6150#1#Heart attack,European,syn,Chapter IX Diseases of the circulatory system,0.0684,260725,10639,12,0.00112792555691324,250086,487,0.00194733011843926,0.5787,0.3263,1.0265
Union#Block I10-I15#I10-I15 Hypertensive diseases,European,syn,Chapter IX Diseases of the circulatory system,0.0563,291188,145436,301,0.00206963887895707,145752,256,0.00175640814534277,1.1787,0.9976,1.3927
Union#Chapter IX#Chapter IX Diseases of the circulatory system,European,syn,Chapter IX Diseases of the circulatory system,0.0443,367703,217403,436,0.00200549210452478,150300,257,0.00170991350632069,1.1732,1.0055,1.3689
Union#I08#Multiple valve diseases,European,syn,Chapter IX Diseases of the circulatory system,0.0876,159215,11556,29,0.00250951886465905,147659,261,0.00176758612749646,1.4208,0.9676,2.0862
Union#I10#Essential (primary) hypertension,European,syn,Chapter IX Diseases of the circulatory system,0.0357,335882,188129,375,0.00199331309899059,147753,248,0.00167847691755836,1.1879,1.0117,1.3949
Union#I229#Subsequent myocardial infarction of unspecified site,European,syn,Chapter IX Diseases of the circulatory system,0.0684,94316,539,3,0.00556586270871985,93777,161,0.00171683888373482,3.2545,1.0354,10.2296
Union#I340#Mitral (valve) insufficiency,European,syn,Chapter IX Diseases of the circulatory system,0.0702,143553,6618,18,0.00271985494106981,136935,236,0.00172344543031365,1.5797,0.9776,2.5527
Union#I349#Nonrheumatic mitral valve disorder unspecified,European,syn,Chapter IX Diseases of the circulatory system,0.0416,193500,429,3,0.00699300699300699,193071,340,0.00176101019832082,3.9919,1.276,12.4888
Union#I351#Aortic (valve) insufficiency,European,syn,Chapter IX Diseases of the circulatory system,0.0677,132305,2241,8,0.0035698348951361,130064,229,0.00176067166933202,2.0312,1.0024,4.1158
Union#I359#Aortic valve disorder unspecified,European,syn,Chapter IX Diseases of the circulatory system,0.0418,124836,699,4,0.00572246065808298,124137,227,0.0018286248257973,3.1416,1.1657,8.4668
Union#I489#Atrial fibrillation and atrial flutter unspecified,European,syn,Chapter IX Diseases of the circulatory system,0.0414,149005,25982,63,0.00242475560003079,123023,221,0.00179641205303073,1.3506,1.0205,1.7875
Union#I500#Congestive heart failure,European,syn,Chapter IX Diseases of the circulatory system,0.0739,128531,8084,21,0.00259772389905987,120447,206,0.0017102958147567,1.5202,0.9698,2.3831
Union#I51#Complications and ill-defined descriptions of heart disease,European,syn,Chapter IX Diseases of the circulatory system,0.0617,151768,22803,52,0.0022804017015305,128965,220,0.00170588919474276,1.3376,0.9884,1.8101
Union#I70#Atherosclerosis,European,syn,Chapter IX Diseases of the circulatory system,0.0209,118651,4089,14,0.00342382000489117,114562,198,0.00172832178209179,1.9844,1.153,3.4152
Union#I700#Atherosclerosis of aorta,European,syn,Chapter IX Diseases of the circulatory system,0.0521,130074,1470,6,0.00408163265306122,128604,229,0.0017806600105751,2.2975,1.0198,5.176
Union#I7000#Atherosclerosis of aorta without gangrene,European,syn,Chapter IX Diseases of the circulatory system,0.0169,130661,1171,6,0.00512382578992314,129490,220,0.00169897289365974,3.0262,1.3421,6.8235
Union#I702#Atherosclerosis of arteries of extremities,European,syn,Chapter IX Diseases of the circulatory system,0.0341,105583,2009,8,0.0039820806371329,103574,187,0.00180547241585726,2.2104,1.0878,4.4915
Union#I7020#Atherosclerosis of arteries of extremities without gangrene,European,syn,Chapter IX Diseases of the circulatory system,0.0365,106186,1352,6,0.00443786982248521,104834,185,0.00176469466012935,2.5216,1.1163,5.6956
Union#I7080#Atherosclerosis of other arteries without gangrene,European,syn,Chapter IX Diseases of the circulatory system,0.0958,118699,321,2,0.00623052959501558,118378,190,0.00160502796127659,3.9,0.9641,15.7761
Union#I721#Aneurysm and dissection of artery of upper extremity,European,syn,Chapter IX Diseases of the circulatory system,0.0699,193112,41,1,0.024390243902439,193071,340,0.00176101019832082,14.1714,1.9426,103.3813
Union#I743#Embolism and thrombosis of arteries of lower extremities,European,syn,Chapter IX Diseases of the circulatory system,0.0447,105988,1144,5,0.00437062937062937,104844,173,0.00165007058105376,2.656,1.0896,6.4743
Union#I744#Embolism and thrombosis of arteries of extremities unspecified,European,syn,Chapter IX Diseases of the circulatory system,0.0821,125938,49,1,0.0204081632653061,125889,219,0.00173962776731883,11.9549,1.6428,86.998
Union#I77#Other disorders of arteries and arterioles,European,syn,Chapter IX Diseases of the circulatory system,0.0414,127892,3488,12,0.00344036697247706,124404,225,0.00180862351692872,1.9053,1.065,3.4087
Union#I771#Stricture of artery,European,syn,Chapter IX Diseases of the circulatory system,0.0464,113471,1828,7,0.00382932166301969,111643,195,0.00174663883987353,2.197,1.0322,4.6762
Union#I809#Phlebitis and thrombophlebitis of unspecified site,European,syn,Chapter IX Diseases of the circulatory system,0.0051,157430,379,4,0.0105540897097625,157051,279,0.00177649298635475,5.9937,2.2222,16.1657
Union#I829#Embolism and thrombosis of unspecified vein,European,syn,Chapter IX Diseases of the circulatory system,0.0442,139937,194,2,0.0103092783505155,139743,238,0.00170312645356118,6.1058,1.5073,24.7335
Union#I831#Varicose veins of lower extremities with inflammation,European,syn,Chapter IX Diseases of the circulatory system,0.0272,144758,1325,6,0.00452830188679245,143433,241,0.00168022700494307,2.7028,1.2001,6.087
Union#I850#Oesophageal varices with bleeding,European,syn,Chapter IX Diseases of the circulatory system,0.0485,110784,198,2,0.0101010101010101,110586,194,0.00175429077821786,5.8064,1.4317,23.5483
Union#I872#Venous insufficiency (chronic)(peripheral),European,syn,Chapter IX Diseases of the circulatory system,0.0171,139661,825,5,0.00606060606060606,138836,245,0.00176467198709268,3.4493,1.4192,8.3834
131465#Source of report of J30 (Vasomotor and allergic rhinitis),European,syn,Chapter X Diseases of the respiratory system,0.0272,459449,46442,107,0.00230394901167047,413007,754,0.00182563491659948,1.2626,1.0309,1.5463
131469#Source of report of J32 (Chronic sinusitis),European,syn,Chapter X Diseases of the respiratory system,0.0018,427850,12870,10,0.000777000777000777,414980,792,0.00190852571208251,0.4067,0.2179,0.7589
131475#Source of report of J35 (Chronic diseases of tonsils and adenoids),European,syn,Chapter X Diseases of the respiratory system,0.0512,428532,1785,7,0.00392156862745098,426747,788,0.00184652733352548,2.1282,1.0098,4.4853
131499#Source of report of J47 (Bronchiectasis),European,syn,Chapter X Diseases of the respiratory system,0.0449,442213,6722,20,0.0029753049687593,435491,809,0.00185767329290387,1.6034,1.0282,2.5004
131529#Source of report of J84 (Other interstitial pulmonary diseases),European,syn,Chapter X Diseases of the respiratory system,0.0131,350181,4387,16,0.00364713927513107,345794,648,0.00187394807313025,1.9497,1.1862,3.2046
131543#Source of report of J94 (Other pleural conditions),European,syn,Chapter X Diseases of the respiratory system,0.0924,319469,898,4,0.0044543429844098,318571,600,0.00188341060548512,2.3711,0.8851,6.3523
22130#Doctor diagnosed COPD (chronic obstructive pulmonary disease),European,syn,Chapter X Diseases of the respiratory system,0.0321,88240,1699,7,0.00412007062978222,86541,149,0.00172172727377775,2.3987,1.1223,5.1268
41202#Block J90-J94#J90-J94 Other diseases of pleura,European,syn,Chapter X Diseases of the respiratory system,0.0993,317033,4057,3,0.000739462657135815,312976,589,0.00188193343898574,0.3925,0.1262,1.221
41202#J989#Respiratory disorder unspecified,European,syn,Chapter X Diseases of the respiratory system,0.0969,405354,54,1,0.0185185185185185,405300,763,0.00188255613126079,10.0036,1.3816,72.4305
Union#Block J80-J84#J80-J84 Other respiratory diseases principally affecting the interstitium,European,syn,Chapter X Diseases of the respiratory system,0.0583,168696,5616,17,0.00302706552706553,163080,302,0.00185185185185185,1.6365,1.0033,2.6695
Union#J209#Acute bronchitis unspecified,European,syn,Chapter X Diseases of the respiratory system,0.0919,213738,279,2,0.00716845878136201,213459,386,0.00180830979251285,3.9856,0.9882,16.0737
Union#J30#Vasomotor and allergic rhinitis,European,syn,Chapter X Diseases of the respiratory system,0.0195,260567,47108,110,0.00233505986244375,213459,386,0.00180830979251285,1.292,1.0451,1.5972
Union#J302#Other seasonal allergic rhinitis,European,syn,Chapter X Diseases of the respiratory system,0.0867,213509,50,1,0.02,213459,386,0.00180830979251285,11.2654,1.5516,81.7894
Union#J32#Chronic sinusitis,European,syn,Chapter X Diseases of the respiratory system,0.0044,214765,13164,10,0.000759647523549073,201601,358,0.00177578484233709,0.4273,0.2279,0.8013
Union#J35#Chronic diseases of tonsils and adenoids,European,syn,Chapter X Diseases of the respiratory system,0.0969,202335,1970,7,0.00355329949238579,200365,359,0.00179173009258104,1.9867,0.9391,4.2029
Union#J450#Predominantly allergic asthma,European,syn,Chapter X Diseases of the respiratory system,0.061,215537,2078,8,0.00384985563041386,213459,386,0.00180830979251285,2.1333,1.0579,4.3022
Union#J47#Bronchiectasis,European,syn,Chapter X Diseases of the respiratory system,0.0656,220588,7129,20,0.00280544255856361,213459,386,0.00180830979251285,1.553,0.9901,2.4358
Union#J84#Other interstitial pulmonary diseases,European,syn,Chapter X Diseases of the respiratory system,0.0133,161161,4549,16,0.00351725653989888,156612,282,0.00180062830434449,1.9567,1.1814,3.2409
Union#J841#Other interstitial pulmonary diseases with fibrosis,European,syn,Chapter X Diseases of the respiratory system,0.0073,160291,3449,14,0.00405914757900841,156842,284,0.00181073947029495,2.2468,1.3124,3.8464
Union#J94#Other pleural conditions,European,syn,Chapter X Diseases of the respiratory system,0.0869,146900,898,4,0.0044543429844098,146002,268,0.00183559129326996,2.433,0.9045,6.5444
Union#J949#Pleural condition unspecified,European,syn,Chapter X Diseases of the respiratory system,0.0751,213502,43,1,0.0232558139534884,213459,386,0.00180830979251285,13.1429,1.8043,95.7357
131553#Source of report of K00 (Disorders of tooth development and eruption),European,syn,Chapter XI Diseases of the digestive system,0.0026,459449,299,4,0.0133779264214047,459150,857,0.00186649243166721,7.251,2.6973,19.4927
131593#Source of report of K26 (Duodenal ulcer),European,syn,Chapter XI Diseases of the digestive system,0.0297,320024,9265,9,0.000971397733405289,310759,605,0.00194684626993908,0.4985,0.258,0.963
131617#Source of report of K42 (Umbilical hernia),European,syn,Chapter XI Diseases of the digestive system,0.0547,293132,8453,24,0.00283922867620963,284679,530,0.00186174603676422,1.5265,1.0135,2.2993
131621#Source of report of K44 (Diaphragmatic hernia),European,syn,Chapter XI Diseases of the digestive system,0.096,441722,56501,90,0.00159289216120069,385221,739,0.00191837931992285,0.8301,0.6668,1.0333
131673#Source of report of K77 (Liver disorders in diseases classified elsewhere),European,syn,Chapter XI Diseases of the digestive system,0.0618,459449,34,1,0.0294117647058824,459415,860,0.00187194584417139,16.1577,2.2074,118.273
20002#1163#cholecystitis,European,syn,Chapter XI Diseases of the digestive system,0.0109,277584,456,4,0.0087719298245614,277128,512,0.00184752172281401,4.7811,1.7799,12.8432
20002#1463#ulcerative colitis,European,syn,Chapter XI Diseases of the digestive system,0.0931,383848,2405,8,0.00332640332640333,381443,702,0.00184037982083824,1.8101,0.9006,3.6381
40001#K760#Fatty (change of) liver not elsewhere classified,European,syn,Chapter XI Diseases of the digestive system,0.0794,456065,44,1,0.0227272727272727,456021,856,0.00187710653676037,12.3659,1.7009,89.9036
40001#K830#Cholangitis,European,syn,Chapter XI Diseases of the digestive system,0.0984,309418,55,1,0.0181818181818182,309363,581,0.0018780526436581,9.842,1.3592,71.2642
41202#K00#Disorders of tooth development and eruption,European,syn,Chapter XI Diseases of the digestive system,0.0052,223721,187,3,0.0160427807486631,223534,409,0.00182969928511994,8.8946,2.8307,27.9484
41202#K006#Disturbances in tooth eruption,European,syn,Chapter XI Diseases of the digestive system,0.0159,254054,107,2,0.0186915887850467,253947,451,0.00177596112574671,10.7062,2.6345,43.5076
41202#K04#Diseases of pulp and periapical tissues,European,syn,Chapter XI Diseases of the digestive system,0.0703,236911,2819,1,0.000354735721887194,234092,419,0.0017898945713651,0.1979,0.0278,1.4088
41202#K06#Other disorders of gingiva and edentulous alveolar ridge,European,syn,Chapter XI Diseases of the digestive system,0.0581,254436,489,3,0.00613496932515337,253947,451,0.00177596112574671,3.4696,1.1109,10.8361
41202#K062#Gingival and edentulous alveolar ridge lesions associated with trauma,European,syn,Chapter XI Diseases of the digestive system,0.0803,253994,47,1,0.0212765957446809,253947,451,0.00177596112574671,12.219,1.6814,88.7956
41202#K091#Developmental (nonodontogenic) cysts of oral region,European,syn,Chapter XI Diseases of the digestive system,0.0721,253989,42,1,0.0238095238095238,253947,451,0.00177596112574671,13.7092,1.8817,99.8802
41202#K254#Gastric ulcer Chronic or unspecified with haemorrhage,European,syn,Chapter XI Diseases of the digestive system,0.0716,186662,252,2,0.00793650793650794,186410,322,0.00172737514081863,4.6233,1.1449,18.6689
41202#K299#Gastroduodenitis unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0034,212717,566,5,0.0088339222614841,212151,367,0.00172989992976701,5.1432,2.1198,12.479
41202#K30#Functional dyspepsia,European,syn,Chapter XI Diseases of the digestive system,0.0921,230035,11779,29,0.00246200865947873,218256,384,0.00175940180338685,1.4003,0.9596,2.0434
41202#K38#Other diseases of appendix,European,syn,Chapter XI Diseases of the digestive system,0.062,220511,223,2,0.00896860986547085,220288,396,0.00179764671702499,5.0252,1.2446,20.2901
41202#K389#Disease of appendix unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0638,253984,37,1,0.027027027027027,253947,451,0.00177596112574671,15.6132,2.136,114.1255
41202#K413#Unilateral or unspecified femoral hernia with obstruction without gangrene,European,syn,Chapter XI Diseases of the digestive system,0.0683,181890,249,2,0.00803212851405622,181641,309,0.00170115777825491,4.7517,1.1765,19.1921
41202#K42#Umbilical hernia,European,syn,Chapter XI Diseases of the digestive system,0.0797,153307,4663,14,0.00300235899635428,148644,270,0.00181642044078469,1.6549,0.9663,2.8342
41202#K429#Umbilical hernia without obstruction or gangrene,European,syn,Chapter XI Diseases of the digestive system,0.0429,150938,4302,14,0.00325430032543003,146636,263,0.00179355683461087,1.8171,1.0606,3.1133
41202#K450#Other specified abdominal hernia with obstruction without gangrene,European,syn,Chapter XI Diseases of the digestive system,0.0836,253996,49,1,0.0204081632653061,253947,451,0.00177596112574671,11.7099,1.6128,85.0211
41202#K523#Indeterminate colitis,European,syn,Chapter XI Diseases of the digestive system,0.0588,254166,219,2,0.0091324200913242,253947,451,0.00177596112574671,5.1804,1.2834,20.9104
41202#K528#Other specified noninfective gastroenteritis and colitis,European,syn,Chapter XI Diseases of the digestive system,0.0877,199423,921,4,0.00434310532030402,198502,357,0.00179847054437739,2.4211,0.9018,6.5001
41202#K571#Diverticular disease of small intestine without perforation or abscess,European,syn,Chapter XI Diseases of the digestive system,0.0635,254176,229,2,0.00873362445414847,253947,451,0.00177596112574671,4.9522,1.2272,19.9837
41202#K611#Rectal abscess,European,syn,Chapter XI Diseases of the digestive system,0.0925,152902,52,1,0.0192307692307692,152850,284,0.00185803074910043,10.5334,1.4506,76.4851
41202#K622#Anal prolapse,European,syn,Chapter XI Diseases of the digestive system,0.0885,253999,52,1,0.0192307692307692,253947,451,0.00177596112574671,11.0211,1.5197,79.9249
41202#K750#Abscess of liver,European,syn,Chapter XI Diseases of the digestive system,0.0795,188760,270,2,0.00740740740740741,188490,323,0.00171361875961589,4.3475,1.0771,17.5483
41202#K808#Other cholelithiasis,European,syn,Chapter XI Diseases of the digestive system,0.0175,176806,118,2,0.0169491525423729,176688,299,0.00169224848320203,10.1712,2.5021,41.3463
41202#K819#Cholecystitis unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0686,255161,1214,5,0.00411861614497529,253947,451,0.00177596112574671,2.3245,0.9611,5.6222
41202#K868#Other specified diseases of pancreas,European,syn,Chapter XI Diseases of the digestive system,0.0515,224829,462,3,0.00649350649350649,224367,401,0.00178725035321594,3.6504,1.168,11.4086
Union#Chapter XI#Chapter XI Diseases of the digestive system,European,syn,Chapter XI Diseases of the digestive system,0.0966,413380,259426,516,0.0019890064989631,153954,270,0.00175377060680463,1.1344,0.979,1.3145
Union#K00#Disorders of tooth development and eruption,European,syn,Chapter XI Diseases of the digestive system,0.0127,147881,763,5,0.00655307994757536,147118,260,0.00176728884296959,3.7258,1.5334,9.053
Union#K006#Disturbances in tooth eruption,European,syn,Chapter XI Diseases of the digestive system,0.0353,165539,167,2,0.0119760479041916,165372,289,0.00174757516387297,6.9239,1.709,28.0517
Union#K009#Disorder of tooth development unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0546,165404,32,1,0.03125,165372,289,0.00174757516387297,18.4265,2.507,135.4351
Union#K062#Gingival and edentulous alveolar ridge lesions associated with trauma,European,syn,Chapter XI Diseases of the digestive system,0.0856,165423,51,1,0.0196078431372549,165372,289,0.00174757516387297,11.4244,1.5729,82.9815
Union#K090#Developmental odontogenic cysts,European,syn,Chapter XI Diseases of the digestive system,0.0719,141339,248,2,0.00806451612903226,141091,248,0.00175773082620436,4.6172,1.1419,18.6697
Union#K091#Developmental (nonodontogenic) cysts of oral region,European,syn,Chapter XI Diseases of the digestive system,0.0759,165417,45,1,0.0222222222222222,165372,289,0.00174757516387297,12.9823,1.7826,94.5464
Union#K219#Gastro-oesophageal reflux disease without oesophagitis,European,syn,Chapter XI Diseases of the digestive system,0.0284,201316,40980,93,0.00226939970717423,160336,279,0.00174009579882247,1.3049,1.0317,1.6504
Union#K221#Ulcer of oesophagus,European,syn,Chapter XI Diseases of the digestive system,0.0442,127554,7752,6,0.000773993808049536,119802,210,0.00175289227224921,0.4411,0.1959,0.9934
Union#K26#Duodenal ulcer,European,syn,Chapter XI Diseases of the digestive system,0.0691,120258,9399,9,0.000957548675390999,110859,200,0.00180409348812455,0.5303,0.2719,1.0345
Union#K294#Chronic atrophic gastritis,European,syn,Chapter XI Diseases of the digestive system,0.021,166253,881,5,0.00567536889897843,165372,289,0.00174757516387297,3.2604,1.3435,7.9124
Union#K299#Gastroduodenitis unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0001576,128878,1563,11,0.00703774792066539,127315,223,0.00175156108863842,4.0394,2.2005,7.4151
Union#K30#Functional dyspepsia,European,syn,Chapter XI Diseases of the digestive system,0.0473,168747,19122,46,0.00240560610814768,149625,261,0.00174436090225564,1.38,1.0083,1.8886
Union#K319#Disease of stomach and duodenum unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0724,166623,1251,5,0.00399680255795364,165372,289,0.00174757516387297,2.2922,0.9452,5.5587
Union#K389#Disease of appendix unspecified,European,syn,Chapter XI Diseases of the digestive system,0.0984,165431,59,1,0.0169491525423729,165372,289,0.00174757516387297,9.8486,1.3595,71.3447
Union#K413#Unilateral or unspecified femoral hernia with obstruction without gangrene,European,syn,Chapter XI Diseases of the digestive system,0.0125,117704,269,3,0.0111524163568773,117435,206,0.0017541618767829,6.4181,2.0401,20.1917
Union#K42#Umbilical hernia,European,syn,Chapter XI Diseases of the digestive system,0.034,109981,8457,24,0.00283788577509755,101524,179,0.00176312990031914,1.6113,1.0517,2.4687
Union#K429#Umbilical hernia without obstruction or gangrene,European,syn,Chapter XI Diseases of the digestive system,0.0179,105729,6496,21,0.00323275862068966,99233,181,0.00182399000332551,1.7749,1.1288,2.7906
Union#K435#Parastomal hernia without obstruction or gangrene,European,syn,Chapter XI Diseases of the digestive system,0.0509,141739,454,3,0.0066079295154185,141285,255,0.00180486251194394,3.6789,1.1742,11.5259
Union#K592#Neurogenic bowel not elsewhere classified,European,syn,Chapter XI Diseases of the digestive system,0.0741,111875,43,1,0.0232558139534884,111832,199,0.00177945489663066,13.3564,1.8293,97.5206
Union#K614#Intrasphincteric abscess,European,syn,Chapter XI Diseases of the digestive system,0.0629,104898,36,1,0.0277777777777778,104862,188,0.00179283248459881,15.9079,2.1681,116.7181
Union#K648#Other specified haemorrhoids,European,syn,Chapter XI Diseases of the digestive system,0.0297,154830,953,5,0.00524658971668416,153877,273,0.00177414428407104,2.9676,1.2225,7.2036
Union#K763#Infarction of liver,European,syn,Chapter XI Diseases of the digestive system,0.0513,165402,30,1,0.0333333333333333,165372,289,0.00174757516387297,19.6973,2.6742,145.0857
Union#K77#Liver disorders in diseases classified elsewhere,European,syn,Chapter XI Diseases of the digestive system,0.0579,165406,34,1,0.0294117647058824,165372,289,0.00174757516387297,17.3097,2.3595,126.9875
Union#K808#Other cholelithiasis,European,syn,Chapter XI Diseases of the digestive system,0.0492,129642,200,2,0.01,129442,227,0.00175368118539578,5.7498,1.4193,23.2929
Union#K821#Hydrops of gallbladder,European,syn,Chapter XI Diseases of the digestive system,0.048,119364,197,2,0.0101522842639594,119167,209,0.00175384124799651,5.8377,1.4401,23.6639
Union#K92#Other diseases of digestive system,European,syn,Chapter XI Diseases of the digestive system,0.0839,164969,29248,66,0.00225656455142232,135721,239,0.00176096551012739,1.2821,0.9759,1.6842
131761#Source of report of L53 (Other erythematous conditions),European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0532,459449,1783,7,0.00392596747055524,457666,854,0.00186598960814218,2.1083,1.0006,4.4424
131805#Source of report of L81 (Other disorders of pigmentation),European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0537,382490,4531,14,0.00308982564555286,377959,688,0.00182030326040655,1.6996,1.0004,2.8873
131807#Source of report of L82 (Seborrhoeic keratosis),European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.074,444867,30518,70,0.0022937282915001,414349,760,0.00183420256836628,1.2511,0.9792,1.5986
131809#Source of report of L83 (Acanthosis nigricans),European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0697,376772,224,2,0.00892857142857143,376548,722,0.00191741823087628,4.6895,1.1633,18.9045
131823#Source of report of L90 (Atrophic disorders of skin),European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0366,348276,6155,19,0.00308692120227457,342121,638,0.00186483729440753,1.6574,1.0494,2.6175
41202#L20#Atopic dermatitis,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.078,407579,43,1,0.0232558139534884,407536,768,0.00188449609359664,12.6106,1.7334,91.7436
41202#L209#Atopic dermatitis unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0622,407570,34,1,0.0294117647058824,407536,768,0.00188449609359664,16.0499,2.1923,117.4997
41202#L53#Other erythematous conditions,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0936,407807,271,2,0.00738007380073801,407536,768,0.00188449609359664,3.9379,0.978,15.8555
41202#L539#Erythematous condition unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0719,407768,232,2,0.00862068965517241,407536,768,0.00188449609359664,4.6056,1.1429,18.5602
41202#L603#Nail dystrophy,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0952,407589,53,1,0.0188679245283019,407536,768,0.00188449609359664,10.1855,1.4063,73.7726
41202#L89#Decubitus ulcer and pressure area,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0573,320423,204,2,0.00980392156862745,320219,602,0.00187996340004809,5.2567,1.3027,21.212
41202#L93#Lupus erythematosus,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.097,260206,55,1,0.0181818181818182,260151,481,0.00184892620055276,9.9973,1.3802,72.4142
41202#L930#Discoid lupus erythematosus,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0769,273168,43,1,0.0232558139534884,273125,507,0.00185629290617849,12.8026,1.7586,93.2007
Union#Block L50-L54#L50-L54 Urticaria and erythema,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0623,261187,2523,9,0.00356718192627824,258664,487,0.00188275136857081,1.8979,0.9804,3.6739
Union#L219#Seborrhoeic dermatitis unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0006581,186057,206,4,0.0194174757281553,185851,345,0.0018563257663397,10.6475,3.9355,28.8065
Union#L239#Allergic contact dermatitis unspecified cause,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0814,269022,45,1,0.0222222222222222,268977,506,0.0018812017384386,12.0585,1.6582,87.6926
Union#L53#Other erythematous conditions,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0891,270760,1783,7,0.00392596747055524,268977,506,0.0018812017384386,2.0912,0.9904,4.4155
Union#L539#Erythematous condition unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0138,250029,1310,7,0.00534351145038168,248719,470,0.00188968273433071,2.8375,1.3427,5.9968
Union#L609#Nail disorder unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0251,269106,129,2,0.0155038759689922,268977,506,0.0018812017384386,8.3555,2.0614,33.867
Union#L81#Other disorders of pigmentation,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0817,227669,4531,14,0.00308982564555286,223138,421,0.00188672480707006,1.6396,0.9619,2.7948
Union#L819#Disorder of pigmentation unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0419,245696,410,3,0.00731707317073171,245286,454,0.00185090058136216,3.975,1.2719,12.4227
Union#L83#Acanthosis nigricans,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0649,221715,224,2,0.00892857142857143,221491,407,0.00183754644658248,4.8937,1.2122,19.7569
Union#L90#Atrophic disorders of skin,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0315,209321,6156,19,0.00308641975308642,203165,363,0.00178672507567741,1.7297,1.0898,2.7453
Union#L949#Localized connective tissue disorder unspecified,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0966,198620,56,1,0.0178571428571429,198564,359,0.00180798130577547,10.0382,1.3854,72.7368
Union#L985#Mucinosis of skin,European,syn,Chapter XII Diseases of the skin and subcutaneous tissue,0.0568,269008,31,1,0.032258064516129,268977,506,0.0018812017384386,17.6858,2.4072,129.9398
131859#Source of report of M10 (Gout),European,syn,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0974,251632,19064,26,0.00136382710868653,232568,444,0.00190911905335214,0.714,0.4806,1.0606
131871#Source of report of M16 (Coxarthrosis [arthrosis of hip]),European,syn,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0018,417953,27444,74,0.00269639994169946,390509,709,0.00181557915438569,1.4865,1.1696,1.8892
131895#Source of report of M32 (Systemic lupus erythematosus),European,syn,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0871,296492,909,4,0.0044004400440044,295583,538,0.00182013173964673,2.4239,0.9045,6.496
131955#Source of report of M75 (Shoulder lesions),European,syn,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0149,450387,32048,78,0.00243384922616076,418339,754,0.00180236602372717,1.3512,1.0699,1.7064
131977#Source of report of M87 (Osteonecrosis),European,syn,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0067,459449,1155,7,0.00606060606060606,458294,854,0.00186343264367415,3.2661,1.5488,6.8874
131997#Source of report of M99 (Biomechanical lesions not elsewhere classified),European,syn,Chapter XIII Diseases of the musculoskeletal system and connective tissue,0.0198,459449,542,4,0.00738007380073801,458907,857,0.00186748077497184,3.9738,1.4826,10.6509
